productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack2
477060,Leafeon VSTAR,Leafeon VSTAR,https://tcgplayer-cdn.tcgplayer.com/product/477060_200w.jpg,3,17689,https://cpt.tcgcsv.com/dRQ5,2026-01-05T17:07:08.743,1,GG35/GG70,Ultra Rare,Grass,260,VSTAR,"<span style=""color:gold""><strong>VSTAR Power</strong></span>
<br>
<strong>Ability — Ivy Star</strong>
<br>
During your turn, you may switch 1 of your opponent's Benched Pokémon with their Active Pokémon. <em>(You can't use more than 1 VSTAR Power in a game.)</em>
<br><br>
<em>VSTAR rule — When your Pokémon VSTAR is Knocked Out, your opponent takes 2 Prize cards.</em>","[1GG] Leaf Guard (180)
<br>
During your opponent's next turn, this Pokémon takes 30 less damage from attacks <em>(after applying Weakness and Resistance)</em>.",Rx2,None,2,50.0,67.0,138.0,57.95,67.0,Holofoil,
477061,Glaceon VSTAR,Glaceon VSTAR,https://tcgplayer-cdn.tcgplayer.com/product/477061_200w.jpg,3,17689,https://cpt.tcgcsv.com/fRQ5,2025-12-04T13:48:17.393,1,GG40/GG70,Ultra Rare,Water,260,VSTAR,"<em>VSTAR rule — When your Pokémon VSTAR is Knocked Out, your opponent takes 2 Prize cards.</em>","[1WW] Icicle Shot (180)
<br>
During your opponent's next turn, the Defending Pokémon can't retreat.",Mx2,None,2,43.21,50.85,130.0,46.27,52.49,Holofoil,"<span style=""color:gold""><strong>VSTAR Power</strong></span>
<br>
[1WW] Crystal Star (220)
<br>
During your opponent's next turn, prevent all damage from and effects of attacks done to this Pokémon. <em>(You can't use more than 1 VSTAR Power in a game.)</em>"
477062,Zeraora VMAX,Zeraora VMAX,https://tcgplayer-cdn.tcgplayer.com/product/477062_200w.jpg,3,17689,https://cpt.tcgcsv.com/gRQ5,2026-01-13T18:43:09.473,1,GG42/GG70,Ultra Rare,Lightning,320,VMAX,,"[LL] Reactive Pulse (60x)
<br>
This attack does 60 damage for each of your opponent's Pokémon in play that has an Ability.",Fx2,None,2,13.52,17.58,55.0,15.61,19.24,Holofoil,"[1LL] Max Fist (240)
<br>
Discard 2 Energy from this Pokémon."
477181,Hoopa V,Hoopa V,https://tcgplayer-cdn.tcgplayer.com/product/477181_200w.jpg,3,17689,https://cpt.tcgcsv.com/FTQ5,2026-01-03T00:12:49.983,1,GG53/GG70,Ultra Rare,Darkness,220,Basic,"<strong>Ability — Two-Faced</strong>
<br>
As long as this Pokémon is in play, it is Psychic and Darkness type.
<br><br>
<em>V rule — When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.</em>","[1DD] Shadow Impact (170)
<br>
Put 3 damage counters on 1 of your Pokémon.",Gx2,None,2,6.75,8.79,50.0,7.7,8.77,Holofoil,
477354,Deoxys VMAX,Deoxys VMAX,https://tcgplayer-cdn.tcgplayer.com/product/477354_200w.jpg,3,17689,https://cpt.tcgcsv.com/6ZQ5,2026-01-05T16:50:01.533,1,GG45/GG70,Ultra Rare,Psychic,330,VMAX,"<strong>Ability — Protective DNA</strong>
<br>
All of your Pokémon take 30 less damage from attacks from your opponent's Pokémon VSTAR <em>(after applying Weakness and Resistance)</em>.
<br><br>
<em>VMAX rule — When your Pokémon VMAX is Knocked Out, your opponent takes 3 Prize cards.</em>","[2P] Max Drain (160)
<br>
Heal 30 damage from this Pokémon.",Dx2,F-30,3,40.0,53.67,99.99,47.62,54.99,Holofoil,
478017,Hisuian Voltorb,Hisuian Voltorb,https://tcgplayer-cdn.tcgplayer.com/product/478017_200w.jpg,3,17689,https://cpt.tcgcsv.com/mdR5,2025-03-09T15:33:22.783,1,GG01/GG70,Ultra Rare,Grass,50,Basic,,"[0] Cheerful Charge
<br>You can use this attack only if you go second, and only during your first turn. Choose up to 2 of your Benched Pokémon. For each of those Pokémon, search your deck for a basic Energy card and attach it to the Pokémon. Then, shuffle your deck.",Rx2,None,1,1.0,1.99,999.99,1.6,1.85,Holofoil,[G] Ram (10)
478019,Kricketune,Kricketune,https://tcgplayer-cdn.tcgplayer.com/product/478019_200w.jpg,3,17689,https://cpt.tcgcsv.com/pdR5,2023-07-28T12:49:40.123,1,GG02/GG70,Ultra Rare,Grass,90,Stage 1,"<strong>Ability — Swelling Tune</strong>
<br>Your Grass Pokémon in play, except any Kricketune, get +40 HP. You can't apply more than 1 Swelling Tune Ability at a time.",[1G] Slash (50),Rx2,None,1,2.45,3.77,999.99,3.49,,Holofoil,
478020,Magmortar,Magmortar,https://tcgplayer-cdn.tcgplayer.com/product/478020_200w.jpg,3,17689,https://cpt.tcgcsv.com/qdR5,2026-01-23T14:54:21.633,1,GG03/GG70,Ultra Rare,Fire,140,Stage 1,,[2] Mega Punch (50),Wx2,None,3,5.0,7.11,40.0,6.74,,Holofoil,"[1RR] Boltsplosion (120+)
<br>If Electivire is on your Bench, this attack does 120 more damage."
478021,Oricorio,Oricorio,https://tcgplayer-cdn.tcgplayer.com/product/478021_200w.jpg,3,17689,https://cpt.tcgcsv.com/rdR5,2026-01-03T00:11:49.56,1,GG04/GG70,Ultra Rare,Fire,90,Basic,"<strong>Ability — Lesson in Zeal</strong>
<br>All of your Fusion Strike Pokémon take 20 less damage from attacks from your opponent's Pokémon <em>(after applying Weakness and Resistance)</em>. You can't apply more than 1 Lesson in Zeal Ability at a time.","[1R] Glistening Droplets
<br>Put 5 damage counters on your opponent's Pokémon in any way you like.",Wx2,None,1,1.5,2.36,49.99,1.99,2.99,Holofoil,
478023,Manaphy,Manaphy,https://tcgplayer-cdn.tcgplayer.com/product/478023_200w.jpg,3,17689,https://cpt.tcgcsv.com/tdR5,2026-01-13T18:13:44.787,1,GG06/GG70,Ultra Rare,Water,70,Basic,"<strong>Ability — Wave Veil</strong>
<br>Prevent all damage done to your Benched Pokémon by attacks from your opponent's Pokémon.",[W] Rain Splash (20),Lx2,None,1,2.74,3.99,42.0,3.73,5.49,Holofoil,
478024,Keldeo,Keldeo,https://tcgplayer-cdn.tcgplayer.com/product/478024_200w.jpg,3,17689,https://cpt.tcgcsv.com/vdR5,2026-01-13T18:12:42.873,1,GG07/GG70,Ultra Rare,Water,110,Basic,,[1] Smash Kick (20),Lx2,None,1,8.99,11.28,89.99,10.79,,Holofoil,"[1W] Line Force (10+)
<br>This attack does 20 more damage for each of your Benched Pokémon."
478025,Electivire,Electivire,https://tcgplayer-cdn.tcgplayer.com/product/478025_200w.jpg,3,17689,https://cpt.tcgcsv.com/wdR5,2026-01-05T16:56:23.047,1,GG08/GG70,Ultra Rare,Lightning,140,Stage 1,,"[L] Explosive Bolt (30+)
<br>If any of your Benched Magmortar have any damage counters on them, this attack does 90 more damage.",Fx2,None,3,4.0,5.79,24.99,5.67,,Holofoil,"[1LL] High-Voltage Current
<br>This attack does 50 damage to each of your opponent's Pokémon <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>"
478026,Toxtricity,Toxtricity,https://tcgplayer-cdn.tcgplayer.com/product/478026_200w.jpg,3,17689,https://cpt.tcgcsv.com/xdR5,2026-01-23T15:52:07.803,1,GG09/GG70,Ultra Rare,Lightning,120,Stage 1,"<strong>Ability — Maximum Downer</strong>
<br>If all your Pokémon in play are Fusion Strike Pokémon, your opponent's Pokémon VMAX in play get -30 HP.",[1LL] Head Bolt (90),Fx2,None,2,1.25,2.76,999.99,2.2,,Holofoil,
478027,Mew,Mew,https://tcgplayer-cdn.tcgplayer.com/product/478027_200w.jpg,3,17689,https://cpt.tcgcsv.com/zdR5,2026-01-05T17:11:03.34,1,GG10/GG70,Ultra Rare,Psychic,60,Basic,"<strong>Ability — Mysterious Tail</strong>
<br>Once during your turn, if this Pokémon is in the Active Spot, you may look at the top 6 cards of your deck, reveal an Item card you find there, and put it into your hand. Shuffle the other cards back into your deck.",[1P] Psyshot (30),Dx2,F-30,1,30.0,43.24,199.99,38.14,43.24,Holofoil,
478028,Lunatone,Lunatone,https://tcgplayer-cdn.tcgplayer.com/product/478028_200w.jpg,3,17689,https://cpt.tcgcsv.com/BdR5,2026-01-23T14:52:12.173,1,GG11/GG70,Ultra Rare,Psychic,90,Basic,,"[P] Cycle Draw
<br>Discard a card from your hand. If you do, draw 3 cards.",Dx2,F-30,1,3.27,4.42,999.99,4.17,,Holofoil,"[3] Moon Kinesis (30+)
<br>This attack does 30 more damage for each Psychic Energy attached to this Pokémon."
478029,Deoxys,Deoxys,https://tcgplayer-cdn.tcgplayer.com/product/478029_200w.jpg,3,17689,https://cpt.tcgcsv.com/CdR5,2025-10-17T02:28:11.117,1,GG12/GG70,Ultra Rare,Psychic,120,Basic,,"[3] Photon Boost (80+)
<br>If this Pokémon has any Fusion Strike Energy attached, this attack does 80 more damage.",Dx2,F-30,1,7.7,10.29,999.99,8.47,,Holofoil,
478030,Diancie,Diancie,https://tcgplayer-cdn.tcgplayer.com/product/478030_200w.jpg,3,17689,https://cpt.tcgcsv.com/DdR5,2026-01-13T21:02:36.69,1,GG13/GG70,Ultra Rare,Psychic,90,Basic,"<strong>Ability — Princess's Curtain</strong>
<br>As long as this Pokémon is in the Active Spot, whenever your opponent plays a Supporter card from their hand, prevent all effects of that card done to your Benched Basic Pokémon.","[1] Spike Draw (20)
<br>Draw 2 cards.",Mx2,None,1,1.87,3.0,999.99,2.83,4.07,Holofoil,
478031,Comfey,Comfey,https://tcgplayer-cdn.tcgplayer.com/product/478031_200w.jpg,3,17689,https://cpt.tcgcsv.com/FdR5,2023-07-28T12:44:08.283,1,GG14/GG70,Ultra Rare,Psychic,70,Basic,"<storng>Ability — Flower Selecting</strong>
<br>Once during your turn, if this Pokémon is in the Active Spot, you may look at the top 2 cards of your deck and put 1 of them into your hand. Put the other card in the Lost Zone.",[1P] Spinning Attack (30),Mx2,None,1,0.82,1.9,11.74,1.5,3.0,Holofoil,
478032,Solrock,Solrock,https://tcgplayer-cdn.tcgplayer.com/product/478032_200w.jpg,3,17689,https://cpt.tcgcsv.com/GdR5,2023-07-28T12:58:32.327,1,GG15/GG70,Ultra Rare,Fighting,90,Basic,"<strong>Ability — Sun Energy</strong>
<br>Once during your turn, you may attach a Psychic Energy card from your discard pile to 1 of your Lunatone.",[1F] Spinning Attack (50),Gx2,None,1,2.0,3.09,15.0,2.91,,Holofoil,
478034,Absol,Absol,https://tcgplayer-cdn.tcgplayer.com/product/478034_200w.jpg,3,17689,https://cpt.tcgcsv.com/JdR5,2025-10-24T00:00:21.617,1,GG16/GG70,Ultra Rare,Darkness,100,Basic,,"[D] Swirling Disaster
<br>This attack does 10 damage to each of your opponent's Pokémon <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",Gx2,None,1,3.98,5.0,20.0,4.99,,Holofoil,"[1D] Claw Rend (50+)
<br>If your opponent's Active Pokémon already has any damage counters on it, this attack does 70 more damage."
478036,Magnezone,Magnezone,https://tcgplayer-cdn.tcgplayer.com/product/478036_200w.jpg,3,17689,https://cpt.tcgcsv.com/LdR5,2026-01-05T17:10:14.443,1,GG18/GG70,Ultra Rare,Metal,150,Stage 2,"<strong>Ability — Giga Magnet</strong>
<br>Once during your turn, you may look at the top 6 cards of your deck and attach any number of Metal Energy cards you find there to your Pokémon in any way you like. Shuffle the other cards back into your deck.",[2M] Power Beam (120),Rx2,G-30,2,2.2,3.25,30.0,3.0,4.05,Holofoil,
478038,Latias,Latias,https://tcgplayer-cdn.tcgplayer.com/product/478038_200w.jpg,3,17689,https://cpt.tcgcsv.com/NdR5,2026-01-05T17:05:21.603,1,GG20/GG70,Ultra Rare,Dragon,120,Basic,"<strong>Ability — Red Assist</strong>
<br>Once during your turn, you may attach a Psychic Energy card from your hand to 1 of your Latios.","[1RP] Dyna Barrier (70)
<br>During your opponent's next turn, prevent all damage done to this Pokémon by attacks from Pokémon VMAX.",None,None,1,9.0,12.77,60.0,11.16,,Holofoil,
478039,Hisuian Goodra,Hisuian Goodra,https://tcgplayer-cdn.tcgplayer.com/product/478039_200w.jpg,3,17689,https://cpt.tcgcsv.com/PdR5,2023-07-28T12:49:19.233,1,GG21/GG70,Ultra Rare,Dragon,160,Stage 2,"<strong>Ability — Metal Lodging</strong>
<br>Prevent all damage done to each of your Basic Pokémon that has any Metal Energy attached by attacks from your opponent's Pokémon V.",[1WM] Heavy Impact (140),None,None,3,1.0,2.23,999.99,1.81,,Holofoil,
478041,Dunsparce,Dunsparce,https://tcgplayer-cdn.tcgplayer.com/product/478041_200w.jpg,3,17689,https://cpt.tcgcsv.com/RdR5,2023-07-28T12:44:48.463,1,GG23/GG70,Ultra Rare,Colorless,60,Basic,"<strong>Ability — Mysterious Nest</strong>
<br>Colorless Pokémon in play <em>(both yours and your opponent's)</em> have no Weakness.",[2] Rollout (30),Fx2,None,1,1.25,2.08,20.0,1.81,2.68,Holofoil,
478043,Miltank,Miltank,https://tcgplayer-cdn.tcgplayer.com/product/478043_200w.jpg,3,17689,https://cpt.tcgcsv.com/TdR5,2026-01-13T18:16:09.05,1,GG24/GG70,Ultra Rare,Colorless,110,Basic,"<strong>Ability — Miracle Body</strong>
<br>Prevent all damage done to this Pokémon by attacks from your opponent's Pokémon V.","[2] Rout (10+}
<br>This attack does 20 more damage for each of your opponent's Benched Pokémon.",Fx2,None,2,3.9,5.58,999.99,5.58,,Holofoil,
478045,Riolu,Riolu,https://tcgplayer-cdn.tcgplayer.com/product/478045_200w.jpg,3,17689,https://cpt.tcgcsv.com/WdR5,2026-01-13T18:29:21.453,1,GG26/GG70,Ultra Rare,Fighting,60,Basic,,[FF] Low Kick (50),Px2,None,1,4.49,5.75,999.99,5.75,,Holofoil,
478046,Swablu,Swablu,https://tcgplayer-cdn.tcgplayer.com/product/478046_200w.jpg,3,17689,https://cpt.tcgcsv.com/XdR5,2026-01-15T02:44:24.35,1,GG27/GG70,Ultra Rare,Colorless,50,Basic,,"[1] Surprise Attack (30)
<br>Flip a coin. If tails, this attack does nothing.",Lx2,F-30,1,2.48,3.56,999.99,3.24,,Holofoil,
478047,Duskull,Duskull,https://tcgplayer-cdn.tcgplayer.com/product/478047_200w.jpg,3,17689,https://cpt.tcgcsv.com/ZdR5,2026-01-13T18:05:55.657,1,GG28/GG70,Ultra Rare,Psychic,60,Basic,,"[P] Perplex (10)
<br>Flip a coin. If heads, your opponent's Active Pokémon is now Confused.",Dx2,F-30,1,1.8,2.84,13.99,2.72,2.99,Holofoil,
478048,Bidoof,Bidoof,https://tcgplayer-cdn.tcgplayer.com/product/478048_200w.jpg,3,17689,https://cpt.tcgcsv.com/-dR5,2026-01-15T02:43:01.25,1,GG29/GG70,Ultra Rare,Colorless,60,Basic,"<strong>Ability — Carefree Countenance</strong>
<br>As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks <em>(both yours and your opponent's)</em>.","[2] Hyper Fang (30)
<br>Flip a coin. If tails, this attack does nothing.",Fx2,None,1,2.75,4.83,14.99,4.82,5.47,Holofoil,
478058,Pikachu,Pikachu,https://tcgplayer-cdn.tcgplayer.com/product/478058_200w.jpg,3,17689,https://cpt.tcgcsv.com/bfR5,2025-12-02T18:37:16.25,1,GG30/GG70,Ultra Rare,Lightning,60,Basic,"<strong>Ability — Pika Dash</strong>
<br>If this Pokémon has any Energy attached, it has no Retreat Cost.","[2L] Whimsy Tackle (50)
<br>Flip a coin. If tails, this attack does nothing.",Fx2,None,1,18.33,25.0,100.0,21.37,,Holofoil,
478059,Turtwig,Turtwig,https://tcgplayer-cdn.tcgplayer.com/product/478059_200w.jpg,3,17689,https://cpt.tcgcsv.com/cfR5,2026-01-13T18:40:34.747,1,GG31/GG70,Ultra Rare,Grass,80,Basic,,[G] Bite (10),Rx2,None,2,4.12,5.3,999.99,5.02,,Holofoil,[1G] Headbutt Bounce (20)
478061,Paras,Paras,https://tcgplayer-cdn.tcgplayer.com/product/478061_200w.jpg,3,17689,https://cpt.tcgcsv.com/ffR5,2026-01-13T18:18:51.077,1,GG32/GG70,Ultra Rare,Grass,70,Basic,,"[1G] Absorb (20)
<br>Heal 10 damage from this Pokémon.",Rx2,None,1,2.39,3.61,999.99,3.59,4.46,Holofoil,
478062,Poochyena,Poochyena,https://tcgplayer-cdn.tcgplayer.com/product/478062_200w.jpg,3,17689,https://cpt.tcgcsv.com/gfR5,2023-07-28T12:57:17.923,1,GG33/GG70,Ultra Rare,Darkness,60,Basic,,[1] Gnaw (10),Gx2,None,1,2.21,3.58,999.99,3.32,,Holofoil,"[2] Slight Intrusion (30)
<br>This Pokémon also does 10 damage to itself."
478063,Mareep,Mareep,https://tcgplayer-cdn.tcgplayer.com/product/478063_200w.jpg,3,17689,https://cpt.tcgcsv.com/hfR5,2026-01-15T02:43:36.927,1,GG34/GG70,Ultra Rare,Lightning,60,Basic,,[1] Rear Kick (10),Fx2,None,1,3.0,4.44,12.99,4.23,,Holofoil,[1L] Electro Ball (30)
478065,Entei V,Entei V,https://tcgplayer-cdn.tcgplayer.com/product/478065_200w.jpg,3,17689,https://cpt.tcgcsv.com/kfR5,2026-01-13T18:07:51.377,1,GG36/GG70,Ultra Rare,Fire,230,Basic,"<strong>Ability — Fleet-Footed</strong>
<br>Once during your turn, if this Pokémon is in the Active Spot, you may draw a card.","[1R] Burning Rondo (20+)
<br>This attack does 20 more damage for each Benched Pokémon <em>(both yours and your opponent's)</em>.",Wx2,None,3,29.99,39.21,100.0,35.46,45.24,Holofoil,
478066,Simisear VSTAR,Simisear VSTAR,https://tcgplayer-cdn.tcgplayer.com/product/478066_200w.jpg,3,17689,https://cpt.tcgcsv.com/lfR5,2025-10-22T20:04:30.31,1,GG37/GG70,Ultra Rare,Fire,260,VSTAR,"<em>VSTAR rule — When your Pokémon VSTAR is Knocked Out, your opponent takes 2 Prize cards.</em>",,Wx2,None,2,20.99,26.09,100.0,23.14,26.69,Holofoil,"<span style=""color:gold""><strong>VSTAR Power</strong></span>
<br>
[R] Ember Star (30x)
<br>
This attack does 30 damage for each Energy card in your discard pile. <em>(You can't use more than 1 VSTAR Power in a game.)</em>"
478067,Suicune V,Suicune V,https://tcgplayer-cdn.tcgplayer.com/product/478067_200w.jpg,3,17689,https://cpt.tcgcsv.com/mfR5,2026-01-05T17:14:21.89,1,GG38/GG70,Ultra Rare,Water,210,Basic,"<strong>Ability — Fleet-Footed</strong>
<br>Once during your turn, if this Pokémon is in the Active Spot, you may draw a card.","[1W] Blizzard Rondo (20+)
<br>This attack does 20 more damage for each Benched Pokémon <em>(both yours and your opponent's)</em>.",Lx2,None,2,34.6,45.21,539.99,41.77,46.99,Holofoil,
478068,Lumineon V,Lumineon V,https://tcgplayer-cdn.tcgplayer.com/product/478068_200w.jpg,3,17689,https://cpt.tcgcsv.com/nfR5,2026-01-05T17:09:25.873,1,GG39/GG70,Ultra Rare,Water,170,Basic,"<strong>Ability — Luminous Sign</strong>
<br>When you play this Pokémon from your hand onto your Bench during your turn, you may search your deck for a Supporter card, reveal it, and put it into your hand. Then, shuffle your deck.","[2W] Aqua Return (120)
<br>Shuffle this Pokémon and all attached cards into your deck.",Lx2,None,1,11.85,15.0,100.0,14.27,,Holofoil,
478069,Raikou V,Raikou V,https://tcgplayer-cdn.tcgplayer.com/product/478069_200w.jpg,3,17689,https://cpt.tcgcsv.com/pfR5,2026-01-23T15:18:03.203,1,GG41/GG70,Ultra Rare,Lightning,200,Basic,"<strong>Ability — Fleet-Footed</strong>
<br>Once during your turn, if this Pokémon is in the Active Spot, you may draw a card.","[1L] Lightning Rondo (20+)
<br>This attack does 20 more damage for each Benched Pokémon <em>(both yours and your opponent's)</em>.",Fx2,None,1,28.23,35.47,100.0,31.98,34.19,Holofoil,
478071,Zeraora VSTAR,Zeraora VSTAR,https://tcgplayer-cdn.tcgplayer.com/product/478071_200w.jpg,3,17689,https://cpt.tcgcsv.com/rfR5,2025-11-29T22:30:42.233,1,GG43/GG70,Ultra Rare,Lightning,270,VSTAR,"<em>VSTAR rule — When your Pokémon VSTAR is Knocked Out, your opponent takes 2 Prize cards.</em>","[1LL] Crushing Beat (190)
<br>You may discard a Stadium in play.",Fx2,None,0,11.0,15.0,110.0,13.84,19.97,Holofoil,"<span style=""color:gold""><strong>VSTAR Power</strong></span>
<br>
[1LLL] Lightning Storm Star
<br>
Choose 1 of your opponent's Pokémon 4 times. <em>(You can choose the same Pokémon more than once.)</em> For each time you chose a Pokémon, do 60 damage to it. This damage isn't affected by Weakness or Resistance. <em>(You can't use more than 1 VSTAR Power in a game.)</em>"
478074,Hatterene VMAX,Hatterene VMAX,https://tcgplayer-cdn.tcgplayer.com/product/478074_200w.jpg,3,17689,https://cpt.tcgcsv.com/vfR5,2026-01-15T01:35:28.91,1,GG47/GG70,Ultra Rare,Psychic,320,VMAX,"<strong>Ability — Witch's Domain</strong>
<br>Once during your turn, you may move up to 2 damage counters from your Pokémon to your opponent's Active Pokémon.","[2P] G-Max Smite (150)
<br>Your opponent's Active Pokémon is now Confused.",Dx2,F-30,2,2.75,5.94,23.47,5.45,6.19,Holofoil,
478075,Zacian V,Zacian V,https://tcgplayer-cdn.tcgplayer.com/product/478075_200w.jpg,3,17689,https://cpt.tcgcsv.com/wfR5,2026-01-05T17:16:24.943,1,GG48/GG70,Ultra Rare,Psychic,220,Basic,"<strong>Ability — Roar of the Sword</strong>
<br>Once during your turn, you may search your deck for a Psychic Energy card and attach it to 1 of your Pokémon. Then, shuffle your deck. If you use this Ability, your turn ends.","[3] Storm Slash (60+)
<br>This attack does 30 more damage for each Psychic Energy attached to this Pokémon.",Mx2,None,2,17.77,21.95,150.0,20.1,22.29,Holofoil,
