productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extCardText,extResistance
84563,Dark Arbok (2),Dark Arbok 2,https://tcgplayer-cdn.tcgplayer.com/product/84563_200w.jpg,3,1373,https://cpt.tcgcsv.com/hRH,2025-01-05T15:31:19.667,1,02/82,Holo Rare,Grass,60,Stage 1,"[GG] Stare
<br>Choose 1 of your opponent's Pokémon. This attack does 10 damage to that Pokémon. Don't apply Weakness and Resistance for this attack. <em>(Any other effects that would happen after applying Weakness and Resistance still happen.)</em> If that Pokémon has a Pokémon Power, that power stops working until the end of your opponent's next turn.","[GGG] Poison Vapor (10)
<br>The Defending Pokémon is now Poisoned. This attack does 10 damage to each of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",P,2,30.0,42.77,69.69,45.12,,1st Edition Holofoil,,
84563,Dark Arbok (2),Dark Arbok 2,https://tcgplayer-cdn.tcgplayer.com/product/84563_200w.jpg,3,1373,https://cpt.tcgcsv.com/hRH,2025-01-05T15:31:19.667,1,02/82,Holo Rare,Grass,60,Stage 1,"[GG] Stare
<br>Choose 1 of your opponent's Pokémon. This attack does 10 damage to that Pokémon. Don't apply Weakness and Resistance for this attack. <em>(Any other effects that would happen after applying Weakness and Resistance still happen.)</em> If that Pokémon has a Pokémon Power, that power stops working until the end of your opponent's next turn.","[GGG] Poison Vapor (10)
<br>The Defending Pokémon is now Poisoned. This attack does 10 damage to each of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",P,2,6.0,11.55,200.0,11.4,,Unlimited Holofoil,,
84564,Dark Arbok (19),Dark Arbok 19,https://tcgplayer-cdn.tcgplayer.com/product/84564_200w.jpg,3,1373,https://cpt.tcgcsv.com/jRH,2025-12-09T00:09:31.863,1,19/82,Rare,Grass,60,Stage 1,"[GG] Stare
<br>Choose 1 of your opponent's Pokémon. This attack does 10 damage to that Pokémon. Don't apply Weakness and Resistance for this attack. <em>(Any other effects that would happen after applying Weakness and Resistance still happen.)</em> If that Pokémon has a Pokémon Power, that power stops working until the end of your opponent's next turn.","[GGG] Poison Vapor (10)
<br>The Defending Pokémon is now Poisoned. This attack does 10 damage to each of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",P,2,6.0,9.37,14.69,10.28,,1st Edition,,
84564,Dark Arbok (19),Dark Arbok 19,https://tcgplayer-cdn.tcgplayer.com/product/84564_200w.jpg,3,1373,https://cpt.tcgcsv.com/jRH,2025-12-09T00:09:31.863,1,19/82,Rare,Grass,60,Stage 1,"[GG] Stare
<br>Choose 1 of your opponent's Pokémon. This attack does 10 damage to that Pokémon. Don't apply Weakness and Resistance for this attack. <em>(Any other effects that would happen after applying Weakness and Resistance still happen.)</em> If that Pokémon has a Pokémon Power, that power stops working until the end of your opponent's next turn.","[GGG] Poison Vapor (10)
<br>The Defending Pokémon is now Poisoned. This attack does 10 damage to each of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",P,2,4.0,6.0,23.0,6.41,,Unlimited,,
84568,Dark Blastoise (3),Dark Blastoise 3,https://tcgplayer-cdn.tcgplayer.com/product/84568_200w.jpg,3,1373,https://cpt.tcgcsv.com/nRH,2024-10-05T02:20:09.143,1,03/82,Holo Rare,Water,70,Stage 2,"[WW] Hydrocannon (30+)
<br>Does 30 damage plus 20 more damage for each Water Energy attached to Dark Blastoise but not used to pay for this attack. You can't add more than 40 damage in this way.","[2W] Rocket Tackle (40)
<br>Dark Blastoise does 10 damage to itself. Flip a coin. If heads, prevent all damage done to Dark Blastoise during your opponent's next turn. <em>(Any other effects of attacks still happen.)</em>",L,2,448.72,578.57,799.99,342.24,,1st Edition Holofoil,,
84568,Dark Blastoise (3),Dark Blastoise 3,https://tcgplayer-cdn.tcgplayer.com/product/84568_200w.jpg,3,1373,https://cpt.tcgcsv.com/nRH,2024-10-05T02:20:09.143,1,03/82,Holo Rare,Water,70,Stage 2,"[WW] Hydrocannon (30+)
<br>Does 30 damage plus 20 more damage for each Water Energy attached to Dark Blastoise but not used to pay for this attack. You can't add more than 40 damage in this way.","[2W] Rocket Tackle (40)
<br>Dark Blastoise does 10 damage to itself. Flip a coin. If heads, prevent all damage done to Dark Blastoise during your opponent's next turn. <em>(Any other effects of attacks still happen.)</em>",L,2,98.97,147.47,249.99,136.67,249.98,Unlimited Holofoil,,
84570,Dark Blastoise (20),Dark Blastoise 20,https://tcgplayer-cdn.tcgplayer.com/product/84570_200w.jpg,3,1373,https://cpt.tcgcsv.com/qRH,2025-12-11T23:58:02.183,1,20/82,Rare,Water,70,Stage 2,"[WW] Hydrocannon (30+)
<br>Does 30 damage plus 20 more damage for each Water Energy attached to Dark Blastoise but not used to pay for this attack. You can't add more than 40 damage in this way.","[2W] Rocket Tackle (40)
<br>Dark Blastoise does 10 damage to itself. Flip a coin. If heads, prevent all damage done to Dark Blastoise during your opponent's next turn. <em>(Any other effects of attacks still happen.)</em>",L,2,35.35,68.39,79.19,54.31,74.99,1st Edition,,
84570,Dark Blastoise (20),Dark Blastoise 20,https://tcgplayer-cdn.tcgplayer.com/product/84570_200w.jpg,3,1373,https://cpt.tcgcsv.com/qRH,2025-12-11T23:58:02.183,1,20/82,Rare,Water,70,Stage 2,"[WW] Hydrocannon (30+)
<br>Does 30 damage plus 20 more damage for each Water Energy attached to Dark Blastoise but not used to pay for this attack. You can't add more than 40 damage in this way.","[2W] Rocket Tackle (40)
<br>Dark Blastoise does 10 damage to itself. Flip a coin. If heads, prevent all damage done to Dark Blastoise during your opponent's next turn. <em>(Any other effects of attacks still happen.)</em>",L,2,15.0,22.96,9999.0,27.72,74.99,Unlimited,,
84572,Dark Charizard (4),Dark Charizard 4,https://tcgplayer-cdn.tcgplayer.com/product/84572_200w.jpg,3,1373,https://cpt.tcgcsv.com/sRH,2023-02-16T09:33:04.003,1,04/82,Holo Rare,Fire,80,Stage 2,[1] Nail Flick (10),"[RR] Continuous Fireball (50x)
<br>Flip a number of coins equal to the number of Fire Energy cards attached to Dark Charizard. This attack does 50 damage times the number of heads. Discard a number of Fire Energy cards attached to Dark Charizard equal to the number of heads.",W,3,598.18,629.99,898.95,600.0,,1st Edition Holofoil,,F
84572,Dark Charizard (4),Dark Charizard 4,https://tcgplayer-cdn.tcgplayer.com/product/84572_200w.jpg,3,1373,https://cpt.tcgcsv.com/sRH,2023-02-16T09:33:04.003,1,04/82,Holo Rare,Fire,80,Stage 2,[1] Nail Flick (10),"[RR] Continuous Fireball (50x)
<br>Flip a number of coins equal to the number of Fire Energy cards attached to Dark Charizard. This attack does 50 damage times the number of heads. Discard a number of Fire Energy cards attached to Dark Charizard equal to the number of heads.",W,3,230.0,334.22,450.69,306.58,,Unlimited Holofoil,,F
84573,Dark Charizard (21),Dark Charizard 21,https://tcgplayer-cdn.tcgplayer.com/product/84573_200w.jpg,3,1373,https://cpt.tcgcsv.com/tRH,2023-01-10T19:45:29.797,1,21/82,Rare,Fire,80,Stage 2,[1] Nail Flick (10),"[RR] Continuous Fireball (50x)
<br>Flip a number of coins equal to the number of Fire Energy cards attached to Dark Charizard. This attack does 50 damage times the number of heads. Discard a number of Fire Energy cards attached to Dark Charizard equal to the number of heads.",W,3,100.0,149.99,284.99,125.51,,1st Edition,,F
84573,Dark Charizard (21),Dark Charizard 21,https://tcgplayer-cdn.tcgplayer.com/product/84573_200w.jpg,3,1373,https://cpt.tcgcsv.com/tRH,2023-01-10T19:45:29.797,1,21/82,Rare,Fire,80,Stage 2,[1] Nail Flick (10),"[RR] Continuous Fireball (50x)
<br>Flip a number of coins equal to the number of Fire Energy cards attached to Dark Charizard. This attack does 50 damage times the number of heads. Discard a number of Fire Energy cards attached to Dark Charizard equal to the number of heads.",W,3,37.83,52.0,119.99,63.55,,Unlimited,,F
84574,Dark Charmeleon,Dark Charmeleon,https://tcgplayer-cdn.tcgplayer.com/product/84574_200w.jpg,3,1373,https://cpt.tcgcsv.com/vRH,2025-11-20T04:12:02.247,1,32/82,Uncommon,Fire,50,Stage 1,[2] Tail Slap (20),"[RRR] Fireball (70)
<br>Use this attack only if there are any Fire Energy cards attached to Dark Charmeleon. Flip a coin.  If heads, discard 1 of those Energy cards. If tails, this attack does nothing <em>(not even damage)</em>.",W,2,9.49,16.95,99.97,19.82,,1st Edition,,
84574,Dark Charmeleon,Dark Charmeleon,https://tcgplayer-cdn.tcgplayer.com/product/84574_200w.jpg,3,1373,https://cpt.tcgcsv.com/vRH,2025-11-20T04:12:02.247,1,32/82,Uncommon,Fire,50,Stage 1,[2] Tail Slap (20),"[RRR] Fireball (70)
<br>Use this attack only if there are any Fire Energy cards attached to Dark Charmeleon. Flip a coin.  If heads, discard 1 of those Energy cards. If tails, this attack does nothing <em>(not even damage)</em>.",W,2,2.5,4.0,9999.0,6.26,7.82,Unlimited,,
84580,Dark Dragonair,Dark Dragonair,https://tcgplayer-cdn.tcgplayer.com/product/84580_200w.jpg,3,1373,https://cpt.tcgcsv.com/DRH,2022-11-18T17:04:34.427,1,33/82,Uncommon,Colorless,60,Stage 1,"[3] Tail Strike (20+)
<br>Flip a coin. If heads, this attack does 20 damage plus 20 more damage; if tails, this attack does 20 damage.",,,2,5.0,9.89,29.99,11.46,,1st Edition,"<strong>Pokémon Power: Evolutionary Light</strong> Once during your turn <em>(before your attack)</em>, you may search your deck for an Evolution card. Show it to your opponent and put it into your hand. Shuffle your deck afterward. This power can't be used if Dark Dragonair is Asleep, Confused, or Paralyzed.",P
84580,Dark Dragonair,Dark Dragonair,https://tcgplayer-cdn.tcgplayer.com/product/84580_200w.jpg,3,1373,https://cpt.tcgcsv.com/DRH,2022-11-18T17:04:34.427,1,33/82,Uncommon,Colorless,60,Stage 1,"[3] Tail Strike (20+)
<br>Flip a coin. If heads, this attack does 20 damage plus 20 more damage; if tails, this attack does 20 damage.",,,2,1.38,4.0,23466.87,6.25,29.99,Unlimited,"<strong>Pokémon Power: Evolutionary Light</strong> Once during your turn <em>(before your attack)</em>, you may search your deck for an Evolution card. Show it to your opponent and put it into your hand. Shuffle your deck afterward. This power can't be used if Dark Dragonair is Asleep, Confused, or Paralyzed.",P
84584,Dark Dragonite (5),Dark Dragonite 5,https://tcgplayer-cdn.tcgplayer.com/product/84584_200w.jpg,3,1373,https://cpt.tcgcsv.com/JRH,2023-08-16T19:02:10.627,1,05/82,Holo Rare,Colorless,70,Stage 2,"[4] Giant Tail (70)
<br>Flip a coin. If tails, this attack does nothing.",,,2,386.99,400.0,9999.0,342.66,,1st Edition Holofoil,"<strong>Pokémon Power: Summon Minions</strong> When you play Dark Dragonite from your hand, search your deck for up to 2 Basic Pokémon and put them onto your Bench. Shuffle your deck afterward.",F
84584,Dark Dragonite (5),Dark Dragonite 5,https://tcgplayer-cdn.tcgplayer.com/product/84584_200w.jpg,3,1373,https://cpt.tcgcsv.com/JRH,2023-08-16T19:02:10.627,1,05/82,Holo Rare,Colorless,70,Stage 2,"[4] Giant Tail (70)
<br>Flip a coin. If tails, this attack does nothing.",,,2,100.0,141.13,200.0,148.94,,Unlimited Holofoil,"<strong>Pokémon Power: Summon Minions</strong> When you play Dark Dragonite from your hand, search your deck for up to 2 Basic Pokémon and put them onto your Bench. Shuffle your deck afterward.",F
84586,Dark Dragonite (22),Dark Dragonite 22,https://tcgplayer-cdn.tcgplayer.com/product/84586_200w.jpg,3,1373,https://cpt.tcgcsv.com/LRH,2024-12-06T19:54:16.083,1,22/82,Rare,Colorless,70,Stage 2,"[4] Giant Tail (70)
<br>Flip a coin. If tails, this attack does nothing.",,,2,29.99,47.07,9999.0,42.07,,1st Edition,"<strong>Pokémon Power: Summon Minions</strong> When you play Dark Dragonite from your hand, search your deck for up to 2 Basic Pokémon and put them onto your Bench. Shuffle your deck afterward.",F
84586,Dark Dragonite (22),Dark Dragonite 22,https://tcgplayer-cdn.tcgplayer.com/product/84586_200w.jpg,3,1373,https://cpt.tcgcsv.com/LRH,2024-12-06T19:54:16.083,1,22/82,Rare,Colorless,70,Stage 2,"[4] Giant Tail (70)
<br>Flip a coin. If tails, this attack does nothing.",,,2,12.99,17.34,100.0,21.45,,Unlimited,"<strong>Pokémon Power: Summon Minions</strong> When you play Dark Dragonite from your hand, search your deck for up to 2 Basic Pokémon and put them onto your Bench. Shuffle your deck afterward.",F
84588,Dark Dugtrio (6),Dark Dugtrio 6,https://tcgplayer-cdn.tcgplayer.com/product/84588_200w.jpg,3,1373,https://cpt.tcgcsv.com/NRH,2025-12-10T22:27:06.523,1,06/82,Holo Rare,Fighting,50,Stage 1,"[FF] Knock Down (20+)
<br>Your opponent flips a coin. If tails, this attack does 20 damage plus 20 more damage; if heads, this attack does 20 damage.",,G,2,49.5,72.63,120.0,64.24,,1st Edition Holofoil,"<strong>Pokémon Power: Sinkhole</strong> Whenever your opponent's Active Pokémon retreats, your opponent flips a coin. If tails, this power does 20 damage to that Pokémon. <em>(Don't apply Weakness and Resistance.)</em> This power stops working while Dark Dugtrio is Asleep, Confused, or Paralyzed.",L
84588,Dark Dugtrio (6),Dark Dugtrio 6,https://tcgplayer-cdn.tcgplayer.com/product/84588_200w.jpg,3,1373,https://cpt.tcgcsv.com/NRH,2025-12-10T22:27:06.523,1,06/82,Holo Rare,Fighting,50,Stage 1,"[FF] Knock Down (20+)
<br>Your opponent flips a coin. If tails, this attack does 20 damage plus 20 more damage; if heads, this attack does 20 damage.",,G,2,24.46,27.45,50.0,36.98,,Unlimited Holofoil,"<strong>Pokémon Power: Sinkhole</strong> Whenever your opponent's Active Pokémon retreats, your opponent flips a coin. If tails, this power does 20 damage to that Pokémon. <em>(Don't apply Weakness and Resistance.)</em> This power stops working while Dark Dugtrio is Asleep, Confused, or Paralyzed.",L
84589,Dark Dugtrio (23),Dark Dugtrio 23,https://tcgplayer-cdn.tcgplayer.com/product/84589_200w.jpg,3,1373,https://cpt.tcgcsv.com/PRH,2022-11-18T17:10:01.413,1,23/82,Rare,Fighting,50,Stage 1,"[FF] Knock Down (20+)
<br>Your opponent flips a coin. If tails, this attack does 20 damage plus 20 more damage; if heads, this attack does 20 damage.",,G,2,4.6,10.49,9999.0,12.24,,1st Edition,"<strong>Pokémon Power: Sinkhole</strong> Whenever your opponent's Active Pokémon retreats, your opponent flips a coin. If tails, this power does 20 damage to that Pokémon. <em>(Don't apply Weakness and Resistance.)</em> This power stops working while Dark Dugtrio is Asleep, Confused, or Paralyzed.",L
84589,Dark Dugtrio (23),Dark Dugtrio 23,https://tcgplayer-cdn.tcgplayer.com/product/84589_200w.jpg,3,1373,https://cpt.tcgcsv.com/PRH,2022-11-18T17:10:01.413,1,23/82,Rare,Fighting,50,Stage 1,"[FF] Knock Down (20+)
<br>Your opponent flips a coin. If tails, this attack does 20 damage plus 20 more damage; if heads, this attack does 20 damage.",,G,2,2.62,4.99,19.99,7.47,,Unlimited,"<strong>Pokémon Power: Sinkhole</strong> Whenever your opponent's Active Pokémon retreats, your opponent flips a coin. If tails, this power does 20 damage to that Pokémon. <em>(Don't apply Weakness and Resistance.)</em> This power stops working while Dark Dugtrio is Asleep, Confused, or Paralyzed.",L
84590,Dark Electrode,Dark Electrode,https://tcgplayer-cdn.tcgplayer.com/product/84590_200w.jpg,3,1373,https://cpt.tcgcsv.com/QRH,2024-03-21T14:47:16.663,1,34/82,Uncommon,Lightning,60,Stage 1,[1] Rolling Tackle (10),"[LL] Energy Bomb (30)
<br>Take all Energy cards attached to Dark Electrode and attach them to your Benched Pokémon <em>(in any way you choose)</em>. If you have no Benched Pokémon, discard all Energy cards attached to Dark Electrode.",F,1,1.75,2.99,29.95,3.53,29.95,1st Edition,,
84590,Dark Electrode,Dark Electrode,https://tcgplayer-cdn.tcgplayer.com/product/84590_200w.jpg,3,1373,https://cpt.tcgcsv.com/QRH,2024-03-21T14:47:16.663,1,34/82,Uncommon,Lightning,60,Stage 1,[1] Rolling Tackle (10),"[LL] Energy Bomb (30)
<br>Take all Energy cards attached to Dark Electrode and attach them to your Benched Pokémon <em>(in any way you choose)</em>. If you have no Benched Pokémon, discard all Energy cards attached to Dark Electrode.",F,1,0.5,1.15,3.75,1.58,,Unlimited,,
84597,Dark Flareon,Dark Flareon,https://tcgplayer-cdn.tcgplayer.com/product/84597_200w.jpg,3,1373,https://cpt.tcgcsv.com/ZRH,2025-12-09T01:36:44.43,1,35/82,Uncommon,Fire,50,Stage 1,"[1] Rage (10+)
<br>Does 10 damage plus 10 more damage for each damage counter on Dark Flareon.","[RR] Playing with Fire (30+)
<br>Use this attack only if there are any Fire Energy cards attached to Dark Flareon. Flip a coin. If heads, discard 1 of those Energy cards and this attack does 30 damage plus 20 more damage. If tails, this attack does 30 damage.",W,1,9.39,17.67,30.0,18.23,,1st Edition,,
84597,Dark Flareon,Dark Flareon,https://tcgplayer-cdn.tcgplayer.com/product/84597_200w.jpg,3,1373,https://cpt.tcgcsv.com/ZRH,2025-12-09T01:36:44.43,1,35/82,Uncommon,Fire,50,Stage 1,"[1] Rage (10+)
<br>Does 10 damage plus 10 more damage for each damage counter on Dark Flareon.","[RR] Playing with Fire (30+)
<br>Use this attack only if there are any Fire Energy cards attached to Dark Flareon. Flip a coin. If heads, discard 1 of those Energy cards and this attack does 30 damage plus 20 more damage. If tails, this attack does 30 damage.",W,1,3.25,4.52,35.0,6.15,,Unlimited,,
84600,Dark Gloom,Dark Gloom,https://tcgplayer-cdn.tcgplayer.com/product/84600_200w.jpg,3,1373,https://cpt.tcgcsv.com/0SH,2025-04-04T18:52:30.2,1,36/82,Uncommon,Grass,50,Stage 1,"[GG] Poisonpowder (10)
<br>The Defending Pokémon is now Poisoned.",,F,2,1.61,3.1,29.99,4.26,,1st Edition,"<strong>Pokémon Power: Pollen Stench</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may flip a coin. If heads, the Defending Pokémon is now Confused; if tails, your Active Pokémon is now Confused. This power can't be used if Dark Gloom is Asleep, Confused, or Paralyzed.",
84600,Dark Gloom,Dark Gloom,https://tcgplayer-cdn.tcgplayer.com/product/84600_200w.jpg,3,1373,https://cpt.tcgcsv.com/0SH,2025-04-04T18:52:30.2,1,36/82,Uncommon,Grass,50,Stage 1,"[GG] Poisonpowder (10)
<br>The Defending Pokémon is now Poisoned.",,F,2,0.35,0.91,29.97,3.09,29.97,Unlimited,"<strong>Pokémon Power: Pollen Stench</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may flip a coin. If heads, the Defending Pokémon is now Confused; if tails, your Active Pokémon is now Confused. This power can't be used if Dark Gloom is Asleep, Confused, or Paralyzed.",
84601,Dark Golbat (7),Dark Golbat 7,https://tcgplayer-cdn.tcgplayer.com/product/84601_200w.jpg,3,1373,https://cpt.tcgcsv.com/2SH,2025-12-10T22:27:39.137,1,07/82,Holo Rare,Grass,50,Stage 1,"[GG] Flitter
<br>Choose 1 of your opponent's Pokémon. This attack does 20 damage to that Pokémon. Don't apply Weakness and Resistance for this attack. <em>(Any other effects that would happen after applying Weakness and Resistance still happen.)</em>",,P,,44.0,53.62,175.0,50.1,55.99,1st Edition Holofoil,"<strong>Pokémon Power: Sneak Attack</strong> When you play Dark Golbat from your hand, you may choose 1 of your opponent's Pokémon. If you do, Dark Golbat does 10 damage to that Pokémon. Apply Weakness and Resistance.",F
84601,Dark Golbat (7),Dark Golbat 7,https://tcgplayer-cdn.tcgplayer.com/product/84601_200w.jpg,3,1373,https://cpt.tcgcsv.com/2SH,2025-12-10T22:27:39.137,1,07/82,Holo Rare,Grass,50,Stage 1,"[GG] Flitter
<br>Choose 1 of your opponent's Pokémon. This attack does 20 damage to that Pokémon. Don't apply Weakness and Resistance for this attack. <em>(Any other effects that would happen after applying Weakness and Resistance still happen.)</em>",,P,,16.96,22.69,124.98,25.28,26.99,Unlimited Holofoil,"<strong>Pokémon Power: Sneak Attack</strong> When you play Dark Golbat from your hand, you may choose 1 of your opponent's Pokémon. If you do, Dark Golbat does 10 damage to that Pokémon. Apply Weakness and Resistance.",F
84602,Dark Golbat (24),Dark Golbat 24,https://tcgplayer-cdn.tcgplayer.com/product/84602_200w.jpg,3,1373,https://cpt.tcgcsv.com/3SH,2025-12-09T00:39:26.423,1,24/82,Rare,Grass,50,Stage 1,"[GG] Flitter
<br>Choose 1 of your opponent's Pokémon. This attack does 20 damage to that Pokémon. Don't apply Weakness and Resistance for this attack. <em>(Any other effects that would happen after applying Weakness and Resistance still happen.)</em>",,P,,4.0,11.89,24.99,11.39,,1st Edition,"<strong>Pokémon Power: Sneak Attack</strong> When you play Dark Golbat from your hand, you may choose 1 of your opponent's Pokémon. If you do, Dark Golbat does 10 damage to that Pokémon. Apply Weakness and Resistance.",F
84602,Dark Golbat (24),Dark Golbat 24,https://tcgplayer-cdn.tcgplayer.com/product/84602_200w.jpg,3,1373,https://cpt.tcgcsv.com/3SH,2025-12-09T00:39:26.423,1,24/82,Rare,Grass,50,Stage 1,"[GG] Flitter
<br>Choose 1 of your opponent's Pokémon. This attack does 20 damage to that Pokémon. Don't apply Weakness and Resistance for this attack. <em>(Any other effects that would happen after applying Weakness and Resistance still happen.)</em>",,P,,3.49,5.55,17.94,6.15,,Unlimited,"<strong>Pokémon Power: Sneak Attack</strong> When you play Dark Golbat from your hand, you may choose 1 of your opponent's Pokémon. If you do, Dark Golbat does 10 damage to that Pokémon. Apply Weakness and Resistance.",F
84604,Dark Golduck,Dark Golduck,https://tcgplayer-cdn.tcgplayer.com/product/84604_200w.jpg,3,1373,https://cpt.tcgcsv.com/6SH,2025-12-01T22:12:45.94,1,37/82,Uncommon,Water,60,Stage 1,"[P] Third Eye
<br>Discard 1 Energy card attached to Dark Golduck in order to draw up to 3 cards.",[1PP] Super Psy (50),L,2,2.0,5.0,24.99,8.63,,1st Edition,,
