productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack2,extAttack3,extUPC
85266,Entei (6),Entei 6,https://tcgplayer-cdn.tcgplayer.com/product/85266_200w.jpg,3,1389,https://cpt.tcgcsv.com/l7J,2025-11-11T05:33:34.007,1,06/64,Holo Rare,Fire,80.0,Basic,"<strong>Pokémon Power: Howl</strong> When you play Entei from your hand, you may discard the top 5 cards of your deck. <em>(If you have fewer cards in your deck than that, discard all of them.)</em> If any of those are Fire Energy cards, attach them to any of your Fire Pokémon of your choice. Using this power ends your turn.","[RRR] Searing Flames (60)
<br>Discard 2 Fire Energy cards attached to Entei or this attack does nothing.",W,,1.0,240.45,277.94,9999.0,231.11,,1st Edition Holofoil,,,
85269,Entei (17),Entei 17,https://tcgplayer-cdn.tcgplayer.com/product/85269_200w.jpg,3,1389,https://cpt.tcgcsv.com/p7J,2025-11-22T03:29:51.383,1,17/64,Rare,Fire,60.0,Basic,"<strong>Pokémon Power: Legendary Body</strong> As long as Entei is your Active Pokémon, Entei and Energy cards attached to it aren't affected by effects from Trainer cards other than Stadium cards. As long as this Power is active, discard any Trainer cards attached to Entei. <em>(This power works even if Entei is Asleep, Confused, or Paralyzed.)</em>","[RRR] Mega Flame (50)
<br>Flip 2 coins. For each tails, discard 1 Fire Energy card from Entei, if it has any.",W,,,27.31,32.49,50.45,33.8,,1st Edition,,,
85382,Farfetch'd,Farfetchd,https://tcgplayer-cdn.tcgplayer.com/product/85382_200w.jpg,3,1389,https://cpt.tcgcsv.com/G9J,2025-11-22T03:30:40.517,1,43/64,Common,Colorless,50.0,Basic,,[1] Gust (10),L,F-30,1.0,1.0,1.77,2.75,1.84,,1st Edition,"[3] Leek Jab (40)
<br>This attack can't be used during your next turn. <em>(Benching Farfetch'd ends this effect.)</em>",,
85473,Flaaffy,Flaaffy,https://tcgplayer-cdn.tcgplayer.com/product/85473_200w.jpg,3,1389,https://cpt.tcgcsv.com/tcJ,2025-02-05T21:03:42.837,1,28/64,Uncommon,Lightning,70.0,Stage 1,,[L] Electric Punch (20),F,,1.0,2.6,3.56,14.99,2.92,,1st Edition,"[2L] Tail Shock (30)
<br>Flip a coin. If heads, this attack does 10 damage to each of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",,
85683,Geodude,Geodude,https://tcgplayer-cdn.tcgplayer.com/product/85683_200w.jpg,3,1389,https://cpt.tcgcsv.com/HhJ,2025-02-05T21:03:42.883,1,44/64,Common,Fighting,40.0,Basic,,[F] Knuckle Punch (20),G,,1.0,0.5,1.45,4.99,1.29,,1st Edition,,,
85790,Golbat,Golbat,https://tcgplayer-cdn.tcgplayer.com/product/85790_200w.jpg,3,1389,https://cpt.tcgcsv.com/QkJ,2023-08-16T14:55:28.667,1,29/64,Uncommon,Grass,60.0,Stage 1,,"[1] Screech
<br>Until the end of your next turn, if an attack damages the Defending Pokémon <em>(after applying Weakness and Resistance)<em>, that attack does 20 more damage to the Defending Pokémon.",G,F-30,,0.9,2.55,4.99,2.55,,1st Edition,"[1G] Poison Bite (10)
<br>If this attack damages the Defending Pokémon, the Defending Pokémon is now Poisoned and you remove a number of damage counters from Golbat equal to half that damage (rounded up to the nearest 10). If Golbat has fewer damage counters than that, remove all of them. Either way, the Defending Pokémon is now Poisoned.",,
85801,Goldeen,Goldeen,https://tcgplayer-cdn.tcgplayer.com/product/85801_200w.jpg,3,1389,https://cpt.tcgcsv.com/2lJ,2022-11-27T18:38:50.043,1,45/64,Common,Water,40.0,Basic,,"[1] Fin Smack (10x)
<br>Flip 2 coins. This attack does 10 damage times the number of heads.",L,,,1.49,2.74,5.99,2.01,,1st Edition,,,
85885,Graveler,Graveler,https://tcgplayer-cdn.tcgplayer.com/product/85885_200w.jpg,3,1389,https://cpt.tcgcsv.com/KmJ,2025-11-22T03:31:42.97,1,30/64,Uncommon,Fighting,70.0,Stage 1,,"[1F] Earthquake (40)
<br>Does 10 damage to each of your own Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",G,,2.0,1.49,2.19,5.0,1.98,,1st Edition,"[FFF] Rock Tumble (50)
<br>Don't apply Resistance.",,
86041,Healing Field,Healing Field,https://tcgplayer-cdn.tcgplayer.com/product/86041_200w.jpg,3,1389,https://cpt.tcgcsv.com/RqJ,2023-08-23T09:19:11.157,1,61/64,Uncommon,Stadium,,,"This card stays in play when you play it. Discard this card if another Stadium card comes into play.
<br>
Once during each player's turn, he or she may flip a coin. If heads, that player removes 2 damage counters from his or her Active Pokémon (1 if it only has 1).",,,,,0.75,1.48,3.99,1.46,2.48,1st Edition,,,
86118,Ho-oh (7),Ho oh 7,https://tcgplayer-cdn.tcgplayer.com/product/86118_200w.jpg,3,1389,https://cpt.tcgcsv.com/nsJ,2022-11-27T18:42:24.13,1,07/64,Holo Rare,Fire,90.0,Basic,,"[R] Stoke
<br>You may search your deck for a Fire Energy card and attach it to Ho-oh. Shuffle your deck afterward.",W,F-30,2.0,459.99,488.52,599.99,55.03,,1st Edition Holofoil,"[RRR] Sacred Fire
<br>Flip a coin. If heads, choose 1 of your opponent's Pokémon. This attack does 40 damage to that Pokémon. Don't apply Weakness and Resistance.","[RRRRR] Dive Bomb (90)
<br>Flip a coin. If tails, this attack does nothing.",
86119,Ho-oh (18),Ho oh 18,https://tcgplayer-cdn.tcgplayer.com/product/86119_200w.jpg,3,1389,https://cpt.tcgcsv.com/psJ,2023-11-29T08:44:05.34,1,18/64,Rare,Colorless,90.0,Basic,,"[4] Rainbow Burn (30+)
<br>This attack does 30 damage plus 10 more for each type of Basic Energy card, if any, attached to Ho-oh.",W,F-30,2.0,27.96,41.47,9999.0,34.22,,1st Edition,,,
86198,Houndoom,Houndoom,https://tcgplayer-cdn.tcgplayer.com/product/86198_200w.jpg,3,1389,https://cpt.tcgcsv.com/-tJ,2022-11-27T18:43:39.023,1,08/64,Holo Rare,Darkness,70.0,Stage 1,,"[R] Dark Flame (20)
<br>Discard 1 Fire Energy card attached to Houndoom or this attack does nothing. If there are any Darkness Energy cards in your discard pile, attach 1 of them to Houndoom.",,P-30,1.0,145.0,299.99,9999.0,210.14,299.99,Unlimited Holofoil,"[2D] Black Fang (30+)
<br>Flip a number of coins equal to the number of Darkness Energy attached to Houndoom. This attack does 30 damage plus 10 more damage for each heads.",,
86362,Jumpluff,Jumpluff,https://tcgplayer-cdn.tcgplayer.com/product/86362_200w.jpg,3,1389,https://cpt.tcgcsv.com/gzJ,2025-11-11T05:45:48.727,1,09/64,Holo Rare,Grass,70.0,Stage 2,,"[G] Evolutionary Spore
<br>Choose any number of your Hoppips and Skiplooms. Then, for each Pokémon you chose in this way, you may search your deck for a card that evolves from that Pokémon and attach it to that Pokémon. <em>(This counts as evolving those Pokémon.)</em> Shuffle your deck afterward.",R,F-30,,50.5,85.49,86.95,49.68,,1st Edition Holofoil,[G] Solarbeam (30),,
86373,Jynx,Jynx,https://tcgplayer-cdn.tcgplayer.com/product/86373_200w.jpg,3,1389,https://cpt.tcgcsv.com/tzJ,2023-07-08T14:19:40.457,1,31/64,Uncommon,Water,60.0,Basic,,"[W] Freezing Kiss Goodnight
<br>The Defending Pokémon is now Asleep.",P,,2.0,10.95,12.3,14.99,5.97,,1st Edition,"[1PP] Strange Dance (20+)
<br>Flip a coin. If heads, this attack does 20 damage plus 20 more damage and the Defending Pokémon is now Confused. If tails, this attack does 20 damage.",,
86442,Kingdra,Kingdra,https://tcgplayer-cdn.tcgplayer.com/product/86442_200w.jpg,3,1389,https://cpt.tcgcsv.com/SBJ,2026-01-30T16:14:59.517,1,19/64,Rare,Water,90.0,Stage 2,,"[1] Genetic Memory
<br>Use any attack from Kingdra's Basic Pokémon card or Evolution card. (Kingdra doesn't have to pay for that attack's Energy cost.)",,,2.0,8.82,11.32,17.69,11.07,,1st Edition,"[2WW] Twister (50)
<br>Flip 2 coins. For each heads, choose an Energy card attached to the Defending Pokémon, if any, and discard it. If both are tails, this attack does nothing <em>(not even damage)</em>.",,
86602,Lanturn,Lanturn,https://tcgplayer-cdn.tcgplayer.com/product/86602_200w.jpg,3,1389,https://cpt.tcgcsv.com/3GJ,2024-09-22T04:00:52.1,1,32/64,Uncommon,Lightning,80.0,Stage 1,"<strong>Pokémon Power: Submerge</strong> Once during your turn <em>(before your attack)</em>, you may change Lanturn's type to Water until the end of your turn. This power can't be used if Lanturn is Asleep, Confused, or Paralyzed. If Lanturn becomes Asleep, Confused, or Paralyzed after you have used this power, its type changes back to Lightning.","[2L] Blinding Light (30)
<br>Flip a coin. If heads, the Defending Pokémon is now Confused.",F,,2.0,1.07,2.01,5.21,2.1,,1st Edition,,,
86904,Lugia,Lugia,https://tcgplayer-cdn.tcgplayer.com/product/86904_200w.jpg,3,1389,https://cpt.tcgcsv.com/6NJ,2023-12-13T18:23:43.147,1,20/64,Rare,Psychic,90.0,Basic,,"[4] Aerowing (40)
<br>You may flip a coin. If heads, this attack does 80 damage. If tails, this attack does nothing.",P,F-30,2.0,69.0,75.0,89.0,65.65,,1st Edition,,,
87012,Magcargo,Magcargo,https://tcgplayer-cdn.tcgplayer.com/product/87012_200w.jpg,3,1389,https://cpt.tcgcsv.com/gQJ,2023-10-20T13:42:31.093,1,33/64,Uncommon,Fire,80.0,Stage 1,"<strong>Pokémon Power: Magma Pool</strong> If Magcargo is your Active Pokémon and moves to the Bench, remove 1 Fire Energy card attached to Magcargo, if any, and attach it to the new Active Pokémon. <em>(You can't choose an Energy card that you used to pay the Retreat Cost.)</em>","[RRR] Lava Flow (40+)
<br>You may discard any number of Fire Energy cards attached to Magcargo when you use this attack. If you do, this attack does 40 damage plus 20 more damage for each Fire Energy card you discarded in this way.",W,,3.0,2.41,5.66,998.99,3.9,179.8,1st Edition,,,
87092,Magneton,Magneton,https://tcgplayer-cdn.tcgplayer.com/product/87092_200w.jpg,3,1389,https://cpt.tcgcsv.com/SRJ,2022-11-27T18:53:08.05,1,10/64,Holo Rare,Metal,80.0,Stage 1,"<strong>Pokémon Power: Electromagnetic Power</strong>
<br>
As often as you like during your turn <em>(before your attack)</em>, you may take 1 Energy card attached to 1 of your Magnemites, Magnetons, or Dark Magnetons and attach it to a different 1 of your Magnemites, Magnetons, or Dark Magnetons. This power can't be used if Magneton is Asleep, Confused, or Paralyzed.","[1LL] Plasma (30)
<br>If there are any Lightning Energy cards in your discard pile, attach 1 of them to Magneton.",R,G-30,2.0,57.5,80.72,98.95,37.29,,1st Edition Holofoil,,,
87501,Misdreavus,Misdreavus,https://tcgplayer-cdn.tcgplayer.com/product/87501_200w.jpg,3,1389,https://cpt.tcgcsv.com/20K,2022-11-27T18:54:14.72,1,11/64,Holo Rare,Psychic,50.0,Basic,,"[P] Night Eyes
<br>The Defending Pokémon is now Asleep.",,F-30,1.0,109.0,130.11,9999.0,122.04,,1st Edition Holofoil,"[PPP] Perish Song
<br>If the Defending Pokémon is Asleep, and was attacked with Night Eyes during your last turn, it is Knocked Out.",,
87647,Murkrow,Murkrow,https://tcgplayer-cdn.tcgplayer.com/product/87647_200w.jpg,3,1389,https://cpt.tcgcsv.com/Z3K,2025-02-05T21:03:42.943,1,46/64,Common,Darkness,40.0,Basic,,"[1] Call for Family
<br>Search your deck for a card named Murkrow and put it onto your Bench. Shuffle your deck afterward. <em>(You can't use this attack if your Bench is full.)</em>",,P-30,,1.08,1.68,3.02,1.72,,1st Edition,"[2] Flock Attack (10+)
<br>Flip a number of coins equal to the number of Murkrows on your Bench. This attack does 10 damage plus 10 more damage for each heads.",,
87830,Octillery,Octillery,https://tcgplayer-cdn.tcgplayer.com/product/87830_200w.jpg,3,1389,https://cpt.tcgcsv.com/D8K,2025-11-22T03:33:08.173,1,34/64,Uncommon,Water,80.0,Stage 1,,"[W] Constrict (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",L,,2.0,3.31,6.5,9.99,4.01,,1st Edition,"[WWW] Octazooka (40)
<br>Flip a coin. If heads, whenever the Defending Pokémon attacks, your opponent flips a coin. If tails that attack does nothing. <em>(Benching or evolving that Pokémon ends this effect.)</em>",,
87851,Old Rod,Old Rod,https://tcgplayer-cdn.tcgplayer.com/product/87851_200w.jpg,3,1389,https://cpt.tcgcsv.com/29K,2022-11-27T19:32:09.38,1,64/64,Common,Item,,,"Flip 2 coins. If both are heads, put a Baby Pokémon, Basic Pokémon, or Evolution card from your discard pile into your hand. If both are tails, put a Trainer card from your discard pile into your hand.",,,,,0.35,0.75,10.0,0.84,0.53,1st Edition,,,
87947,Paras,Paras,https://tcgplayer-cdn.tcgplayer.com/product/87947_200w.jpg,3,1389,https://cpt.tcgcsv.com/ZbK,2025-11-22T03:34:55.933,1,47/64,Common,Grass,40.0,Basic,,"[G] Sleep Spore (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Asleep.",R,,1.0,0.7,1.45,3.0,1.34,,1st Edition,[2] Scratch (20),,
87955,Parasect,Parasect,https://tcgplayer-cdn.tcgplayer.com/product/87955_200w.jpg,3,1389,https://cpt.tcgcsv.com/7cK,2025-11-22T03:35:36.177,1,35/64,Uncommon,Grass,60.0,Stage 1,"<strong>Pokémon Power: Allergic Pollen</strong> As long as Parasect is in play, cards in any player's discard piles are not affected by attacks or Pokémon Power. This power stops working if Parasect becomes Asleep, Confused, or Paralyzed.","[GG] Sleep Pinchers (30)
<br>Flip a coin. If heads, the Defending Pokémon is now Asleep.",R,,2.0,1.33,2.67,4.99,2.44,,1st Edition,,,
88114,Piloswine,Piloswine,https://tcgplayer-cdn.tcgplayer.com/product/88114_200w.jpg,3,1389,https://cpt.tcgcsv.com/jgK,2022-11-27T19:32:41.643,1,36/64,Uncommon,Fighting,90.0,Stage 1,,"[2] Nap
<br>Remove 3 damage counters from Piloswine. If it has fewer damage counters than that, remove all of them.",G,L-30,3.0,1.48,2.27,4.99,2.1,,1st Edition,"[2FF] High-Speed Charge (80)
<br>Piloswine does 30 damage to itself. Piloswine can't use this attack during your next turn.",,
88208,Pokemon Breeder Fields,Pokemon Breeder Fields,https://tcgplayer-cdn.tcgplayer.com/product/88208_200w.jpg,3,1389,https://cpt.tcgcsv.com/bjK,2025-02-05T21:03:43.04,1,62/64,Uncommon,Trainer,,,"Flip a coin for 1 or 2 of your non-Baby Pokémon that can evolve. For each heads, search your deck for a later-Stage card that matches that Pokémon. Then put that card into your hand. Shuffle your deck afterward.",,,,,1.93,16.48,24.79,4.06,,1st Edition,,,
88322,Porygon2,Porygon2,https://tcgplayer-cdn.tcgplayer.com/product/88322_200w.jpg,3,1389,https://cpt.tcgcsv.com/slK,2025-11-11T05:47:55.927,1,12/64,Holo Rare,Colorless,70.0,Stage 1,"<strong>Pokémon Power: Energy Converter</strong> Once during your turn <em>(before your attack)</em>, you may choose 1 basic Energy card attached to 1 of your Pokémon and choose an Energy type. Treat that Energy card as that type until the end of your turn. This power can't be used if Porygon2 is Asleep, Confused, or Paralyzed. If Porygon2 becomes Asleep, Confused, or Paralyzed, the Energy card goes back to its original type.","[3] Delta Beam (20)
<br>Flip a coin. If heads, choose whether the Defending Pokémon becomes Asleep, Confused, or Paralyzed.",F,P-30,1.0,99.49,100.0,9999.0,97.0,,1st Edition Holofoil,,,
88469,Quagsire,Quagsire,https://tcgplayer-cdn.tcgplayer.com/product/88469_200w.jpg,3,1389,https://cpt.tcgcsv.com/ppK,2025-01-02T21:40:39.663,1,48/64,Common,Water,70.0,Stage 1,,[FF] Mud Slap (30),G,L-30,2.0,2.3,3.56,7.5,3.66,,1st Edition,"[2WW] Whirlpool (40)
<br>If the Defending Pokémon has any Energy cards attached to it, choose 1 of them and discard it.",,
88492,Qwilfish,Qwilfish,https://tcgplayer-cdn.tcgplayer.com/product/88492_200w.jpg,3,1389,https://cpt.tcgcsv.com/SpK,2023-07-13T15:51:43.713,1,49/64,Common,Water,60.0,Basic,,"[W] Poison Sting (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Poisoned.",L,,1.0,1.1,1.69,9.69,1.46,,1st Edition,"[2] Needle Storm (20x)
<br>Flip a coin until you get tails. This attack does 20 damage times the number of heads you get.",,
88500,Raichu,Raichu,https://tcgplayer-cdn.tcgplayer.com/product/88500_200w.jpg,3,1389,https://cpt.tcgcsv.com/0qK,2025-11-22T03:36:25.027,1,21/64,Rare,Lightning,80.0,Stage 1,,"[1L] Thundershock (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",F,,1.0,17.99,25.35,29.99,22.09,,1st Edition,"[LLL] Lightning Strike (40)
<br>You may discard all Lightning Energy cards attached to Raichu. If you do, this attack does 80 damage.",,
88529,Raikou (13),Raikou 13,https://tcgplayer-cdn.tcgplayer.com/product/88529_200w.jpg,3,1389,https://cpt.tcgcsv.com/CqK,2023-08-08T14:31:23.103,1,13/64,Holo Rare,Lightning,80.0,Basic,"<strong>Pokémon Power: Lightning Burst</strong> Whenever you attach a Lightning Energy card from your hand to Raikou, if your opponent has any Benched Pokémon, he or she chooses 1 of them and switches it with the Defending Pokémon. This power stops working while Raikou is Asleep, Confused, or Paralyzed.","[LLL] Lightning Tackle (50)
<br>Flip a coin. If tails, Raikou does 20 damage to itself.",F,,1.0,500.0,502.51,9999.0,500.0,,1st Edition Holofoil,,,
88530,Raikou (22),Raikou 22,https://tcgplayer-cdn.tcgplayer.com/product/88530_200w.jpg,3,1389,https://cpt.tcgcsv.com/DqK,2022-11-27T19:29:07.507,1,22/64,Rare,Lightning,60.0,Basic,"<strong>Pokémon Power: Legendary Body</strong> As long as Raikou is your Active Pokémon, Raikou and Energy cards attached to it aren't affected by effects from Trainer cards other than Stadium cards. As long as this Power is active, discard any Trainer cards attached to Raikou. <em>(This power works even if Raikou is Asleep, Confused, or Paralyzed.)</em>","[LLL] Lightning Spark (30)
<br>If your opponent has any Benched Pokémon, flip a coin. If heads, choose 1 of them and this attack does 20 damage to it. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",F,,,27.06,36.42,73.97,39.45,,1st Edition,,,
88692,Remoraid,Remoraid,https://tcgplayer-cdn.tcgplayer.com/product/88692_200w.jpg,3,1389,https://cpt.tcgcsv.com/StK,2025-02-05T21:03:43.087,1,50/64,Common,Water,40.0,Basic,,"[W] Sharpshooting
<br>Flip a coin. If heads, choose 1 of your opponent's Pokémon. This attack does 20 damage to that Pokemon. Don't apply Weakness and Resistance.",L,,,0.71,1.44,2.99,1.56,,1st Edition,,,
88770,Rocket's Hideout,Rockets Hideout,https://tcgplayer-cdn.tcgplayer.com/product/88770_200w.jpg,3,1389,https://cpt.tcgcsv.com/qwK,2025-11-22T03:37:20.937,1,63/64,Uncommon,Stadium,,,"This card stays in play when you play it. Discard this card if another Stadium card comes into play.
<br>
Each Pokémon in play with Dark in its name <em>(even your opponent's)</em> gets +20 HP.",,,,,16.49,43.2,2500.0,19.0,,1st Edition,,,
89022,Seaking,Seaking,https://tcgplayer-cdn.tcgplayer.com/product/89022_200w.jpg,3,1389,https://cpt.tcgcsv.com/sDK,2025-11-22T03:38:30.58,1,37/64,Uncommon,Water,70.0,Stage 1,,"[W] Rising Lunge (10+)
<br>Flip a coin. If heads, this attack does 10 damage plus 10 more damage. If tails, this attack does 10 damage.",L,,1.0,1.74,2.84,3.99,1.92,,1st Edition,"[WW] Horn Swipe (20+)
<br>Flip 2 coins. If both are heads, this attack does 20 damage plus 40 more damage. If 1 or both are tails, this attack does 20 damage.",,
89164,Shining Gyarados,Shining Gyarados,https://tcgplayer-cdn.tcgplayer.com/product/89164_200w.jpg,3,1389,https://cpt.tcgcsv.com/jHK,2022-11-27T19:30:37.277,1,65/64,Secret Rare,Water,100.0,Basic,,"[FFW] Outrage (30+)
<br>Flip a coin. If heads, this attack does 30 damage plus 10 more damage for each damage counter on Shining Gyarados. If tails, this attack does nothing.",G,F-30,3.0,475.0,487.5,500.0,516.24,,Unlimited Holofoil,"[WWRR] Devastate (50)
<br>Discard 2 Fire Energy cards attached to Shining Gyarados or this attack does nothing. This attack does 10 damage to each of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em> Then, flip a coin. If heads, choose 1 Energy card attached to each of your opponent's Pokémon that has any Energy cards attached to it and discard those Energy cards.",,
89166,Shining Magikarp,Shining Magikarp,https://tcgplayer-cdn.tcgplayer.com/product/89166_200w.jpg,3,1389,https://cpt.tcgcsv.com/lHK,2023-03-02T14:24:00.213,1,66/64,Secret Rare,Water,30.0,Basic,,"[W] Gold Scale
<br>Your opponent may draw 2 cards. Either way, you may draw 2 cards.",L,,1.0,1799.99,1799.99,1799.99,549.0,,1st Edition Holofoil,"[P] Dragon Bond
<br>Search your deck for a card named Gyarados, Dark Gyarados, or Shining Gyarados. Show it to your opponent and put it into your hand. Shuffle your deck afterward.",,
