productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extWeakness,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack2,extResistance
83747,Bayleef,Bayleef,https://tcgplayer-cdn.tcgplayer.com/product/83747_200w.jpg,3,1368,https://cpt.tcgcsv.com/ZvH,2023-09-25T18:30:20.463,1,41/123,Uncommon,Grass,80,Stage 1,,"[1] Evolution Impulse
<br>
Search your deck for an Evolution card, show it to your opponent, and put it in your hand. Shuffle your deck afterward.",R+20,1,1.23,2.52,3.99,2.5,,Reverse Holofoil,"[1G] Leaf Boomerang (30x)
<br>
Flip 2 coins. This attack does 30 damage times the number of heads.",W-20
83761,Bebe's Search,Bebes Search,https://tcgplayer-cdn.tcgplayer.com/product/83761_200w.jpg,3,1368,https://cpt.tcgcsv.com/fwH,2024-08-12T20:14:57.577,1,109/123,Uncommon,Supporter,,,"You can play only one Supporter card each turn. When you play this card, put it next to your Active Pokémon. When your turn ends, discard this card.
<br>
Choose a card from your hand and put it on top of your deck. Search your deck for a Pokémon, show it to your opponent, and put it into your hand. Shuffle your deck afterward. (If this is the only card in your hand, you can't play this card.)",,,,0.05,0.31,2.4,0.41,,Normal,,
83761,Bebe's Search,Bebes Search,https://tcgplayer-cdn.tcgplayer.com/product/83761_200w.jpg,3,1368,https://cpt.tcgcsv.com/fwH,2024-08-12T20:14:57.577,1,109/123,Uncommon,Supporter,,,"You can play only one Supporter card each turn. When you play this card, put it next to your Active Pokémon. When your turn ends, discard this card.
<br>
Choose a card from your hand and put it on top of your deck. Search your deck for a Pokémon, show it to your opponent, and put it into your hand. Shuffle your deck afterward. (If this is the only card in your hand, you can't play this card.)",,,,0.89,1.33,3.0,2.15,,Reverse Holofoil,,
83825,Bidoof,Bidoof,https://tcgplayer-cdn.tcgplayer.com/product/83825_200w.jpg,3,1368,https://cpt.tcgcsv.com/wxH,2025-11-14T22:31:46.037,1,73/123,Common,Colorless,60,Basic,<strong>Wacan Berry</strong> — Any damage done to Bidoof by attacks from Lightning Pokémon is reduced by 20 <em>(after applying Weakness and Resistance)</em>.,[2] Tackle (30),F+10,2,0.17,0.38,9.09,0.4,,Normal,,
83825,Bidoof,Bidoof,https://tcgplayer-cdn.tcgplayer.com/product/83825_200w.jpg,3,1368,https://cpt.tcgcsv.com/wxH,2025-11-14T22:31:46.037,1,73/123,Common,Colorless,60,Basic,<strong>Wacan Berry</strong> — Any damage done to Bidoof by attacks from Lightning Pokémon is reduced by 20 <em>(after applying Weakness and Resistance)</em>.,[2] Tackle (30),F+10,2,1.47,6.2,11.75,7.37,,Reverse Holofoil,,
83921,Blissey,Blissey,https://tcgplayer-cdn.tcgplayer.com/product/83921_200w.jpg,3,1368,https://cpt.tcgcsv.com/rBH,2023-09-25T18:27:43.82,1,5/123,Holo Rare,Colorless,130,Stage 1,"<strong>Poké-POWER — Kind Egg</strong>
<br>
Once during your turn <em>(before your attack)</em>, if Happiny is anywhere under Blissey, you may choose a number of cards in your hand up to the amount of Energy attached to Blissey and put those cards on top of your deck. Shuffle your deck afterward. Then, draw that many cards. This power can't be used if Blissey is affected by a Special Condition.","[1] Happy Chance (20+)
<br>
Does 20 damage plus 10 more damage for each Energy attached to Blissey. Before doing damage, you may search your discard pile for a basic Energy card and attach it to Blissey.",F+30,3,3.11,4.99,8.14,4.52,,Holofoil,,
83921,Blissey,Blissey,https://tcgplayer-cdn.tcgplayer.com/product/83921_200w.jpg,3,1368,https://cpt.tcgcsv.com/rBH,2023-09-25T18:27:43.82,1,5/123,Holo Rare,Colorless,130,Stage 1,"<strong>Poké-POWER — Kind Egg</strong>
<br>
Once during your turn <em>(before your attack)</em>, if Happiny is anywhere under Blissey, you may choose a number of cards in your hand up to the amount of Energy attached to Blissey and put those cards on top of your deck. Shuffle your deck afterward. Then, draw that many cards. This power can't be used if Blissey is affected by a Special Condition.","[1] Happy Chance (20+)
<br>
Does 20 damage plus 10 more damage for each Energy attached to Blissey. Before doing damage, you may search your discard pile for a basic Energy card and attach it to Blissey.",F+30,3,4.32,5.65,7.97,5.69,,Reverse Holofoil,,
83992,Bronzong,Bronzong,https://tcgplayer-cdn.tcgplayer.com/product/83992_200w.jpg,3,1368,https://cpt.tcgcsv.com/SCH,2025-12-10T23:05:46.107,1,6/123,Holo Rare,Metal,90,Stage 1,"<strong>Poké-POWER — Miracle Oracle</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may draw a card. Then, discard a card from your hand. If you discard an Energy card, draw 1 more card. This power can't be used if Bronzong is affected by a Special Condition.","[1MM] Shady Stamp (50)
<br>
The Defending Pokémon is now Confused.",R+30,3,0.31,2.25,5.0,2.87,6.98,Holofoil,,P-20
83992,Bronzong,Bronzong,https://tcgplayer-cdn.tcgplayer.com/product/83992_200w.jpg,3,1368,https://cpt.tcgcsv.com/SCH,2025-12-10T23:05:46.107,1,6/123,Holo Rare,Metal,90,Stage 1,"<strong>Poké-POWER — Miracle Oracle</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may draw a card. Then, discard a card from your hand. If you discard an Energy card, draw 1 more card. This power can't be used if Bronzong is affected by a Special Condition.","[1MM] Shady Stamp (50)
<br>
The Defending Pokémon is now Confused.",R+30,3,2.24,2.63,6.99,2.61,,Reverse Holofoil,,P-20
84001,Bronzor,Bronzor,https://tcgplayer-cdn.tcgplayer.com/product/84001_200w.jpg,3,1368,https://cpt.tcgcsv.com/2DH,2023-09-25T18:35:38.247,1,74/123,Common,Metal,50,Basic,,"[1M] Dull Light (20)
<br>
Flip a coin. If heads, the Defending Pokémon is now Confused.",R+10,1,0.02,0.23,1.49,0.17,0.12,Normal,,P-20
84001,Bronzor,Bronzor,https://tcgplayer-cdn.tcgplayer.com/product/84001_200w.jpg,3,1368,https://cpt.tcgcsv.com/2DH,2023-09-25T18:35:38.247,1,74/123,Common,Metal,50,Basic,,"[1M] Dull Light (20)
<br>
Flip a coin. If heads, the Defending Pokémon is now Confused.",R+10,1,0.1,0.69,1.99,0.75,,Reverse Holofoil,,P-20
84016,Buizel,Buizel,https://tcgplayer-cdn.tcgplayer.com/product/84016_200w.jpg,3,1368,https://cpt.tcgcsv.com/lDH,2023-09-25T18:35:07.463,1,75/123,Common,Water,60,Basic,"<strong>Chesto Berry</strong> — If Buizel is Asleep, remove the Special Condition Asleep from Buizel at the end of each player's turn.","[2] Quick Attack (10+)
<br>
Flip a coin. If heads, this attack does 10 damage plus 30 more damage.",L+10,1,0.1,0.3,9.09,0.3,,Normal,,
84016,Buizel,Buizel,https://tcgplayer-cdn.tcgplayer.com/product/84016_200w.jpg,3,1368,https://cpt.tcgcsv.com/lDH,2023-09-25T18:35:07.463,1,75/123,Common,Water,60,Basic,"<strong>Chesto Berry</strong> — If Buizel is Asleep, remove the Special Condition Asleep from Buizel at the end of each player's turn.","[2] Quick Attack (10+)
<br>
Flip a coin. If heads, this attack does 10 damage plus 30 more damage.",L+10,1,1.0,2.03,5.24,3.43,,Reverse Holofoil,,
84146,Celebi,Celebi,https://tcgplayer-cdn.tcgplayer.com/product/84146_200w.jpg,3,1368,https://cpt.tcgcsv.com/XGH,2025-12-10T23:06:16.277,1,7/123,Holo Rare,Grass,60,Basic,,"[0] Sprout
<br>
Search your deck for a Grass Energy card and attach it to Celebi. Shuffle your deck afterward.",R+20,1,12.5,24.49,39.99,26.4,19.94,Holofoil,"[GG] Leaf Tornado (30)
<br>
You may move any number of basic Grass Energy cards attached to your Pokémon to your other Pokémon in any way you like.",
84146,Celebi,Celebi,https://tcgplayer-cdn.tcgplayer.com/product/84146_200w.jpg,3,1368,https://cpt.tcgcsv.com/XGH,2025-12-10T23:06:16.277,1,7/123,Holo Rare,Grass,60,Basic,,"[0] Sprout
<br>
Search your deck for a Grass Energy card and attach it to Celebi. Shuffle your deck afterward.",R+20,1,14.1,19.79,25.55,14.68,,Reverse Holofoil,"[GG] Leaf Tornado (30)
<br>
You may move any number of basic Grass Energy cards attached to your Pokémon to your other Pokémon in any way you like.",
84175,Chansey,Chansey,https://tcgplayer-cdn.tcgplayer.com/product/84175_200w.jpg,3,1368,https://cpt.tcgcsv.com/wHH,2023-09-25T18:35:11.263,1,76/123,Common,Colorless,100,Basic,,"[2] Scrunch
<br>
Flip a coin. If heads, prevent all damage done to Chansey by attacks during your opponent's next turn.",F+20,2,0.35,0.55,1.99,0.98,0.43,Normal,"[4] Double-edge (80)
<br>
Chansey does 60 damage to itself.",
84175,Chansey,Chansey,https://tcgplayer-cdn.tcgplayer.com/product/84175_200w.jpg,3,1368,https://cpt.tcgcsv.com/wHH,2023-09-25T18:35:11.263,1,76/123,Common,Colorless,100,Basic,,"[2] Scrunch
<br>
Flip a coin. If heads, prevent all damage done to Chansey by attacks during your opponent's next turn.",F+20,2,4.99,6.0,7.0,5.11,,Reverse Holofoil,"[4] Double-edge (80)
<br>
Chansey does 60 damage to itself.",
84278,Chikorita,Chikorita,https://tcgplayer-cdn.tcgplayer.com/product/84278_200w.jpg,3,1368,https://cpt.tcgcsv.com/BKH,2023-09-25T18:35:14.497,1,77/123,Common,Grass,50,Basic,,"[0] Sleep Scent
<br>
Flip a coin. If heads, the Defending Pokémon is now Asleep.",R+10,1,0.14,0.7,5.0,0.73,,Normal,"[G] Jump On (10+)
<br>
Flip a coin. If heads this attack does an additional 10 damage.",W-20
84278,Chikorita,Chikorita,https://tcgplayer-cdn.tcgplayer.com/product/84278_200w.jpg,3,1368,https://cpt.tcgcsv.com/BKH,2023-09-25T18:35:14.497,1,77/123,Common,Grass,50,Basic,,"[0] Sleep Scent
<br>
Flip a coin. If heads, the Defending Pokémon is now Asleep.",R+10,1,2.49,5.59,10.9,5.87,,Reverse Holofoil,"[G] Jump On (10+)
<br>
Flip a coin. If heads this attack does an additional 10 damage.",W-20
84295,Chimecho,Chimecho,https://tcgplayer-cdn.tcgplayer.com/product/84295_200w.jpg,3,1368,https://cpt.tcgcsv.com/WKH,2023-09-25T18:28:52.273,1,22/123,Rare,Psychic,70,Basic,,"[1] Call In
<br>
Draw a card. If Chingling is anywhere under Chimecho, draw 2 more cards.",P+20,1,0.46,0.95,5.0,0.95,,Normal,"[P] Strange Bell (20)
<br>
If the Defending Pokémon is a Basic Pokémon, that Pokémon is now Confused.",
84295,Chimecho,Chimecho,https://tcgplayer-cdn.tcgplayer.com/product/84295_200w.jpg,3,1368,https://cpt.tcgcsv.com/WKH,2023-09-25T18:28:52.273,1,22/123,Rare,Psychic,70,Basic,,"[1] Call In
<br>
Draw a card. If Chingling is anywhere under Chimecho, draw 2 more cards.",P+20,1,0.79,1.58,3.99,2.19,,Reverse Holofoil,"[P] Strange Bell (20)
<br>
If the Defending Pokémon is a Basic Pokémon, that Pokémon is now Confused.",
84313,Chingling,Chingling,https://tcgplayer-cdn.tcgplayer.com/product/84313_200w.jpg,3,1368,https://cpt.tcgcsv.com/hLH,2023-09-25T18:37:12.737,1,42/123,Uncommon,Psychic,40,Basic,"<strong>Poké-POWER — Evolution</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may put Chimecho from your hand onto Chingling (this counts as evolving Chingling) and remove all damage counters from Chingling.","[0] Inviting Bell
<br>
Search your deck for a Supporter card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.",P+10,1,3.1,5.18,24.99,8.4,,Normal,,
84313,Chingling,Chingling,https://tcgplayer-cdn.tcgplayer.com/product/84313_200w.jpg,3,1368,https://cpt.tcgcsv.com/hLH,2023-09-25T18:37:12.737,1,42/123,Uncommon,Psychic,40,Basic,"<strong>Poké-POWER — Evolution</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may put Chimecho from your hand onto Chingling (this counts as evolving Chingling) and remove all damage counters from Chingling.","[0] Inviting Bell
<br>
Search your deck for a Supporter card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.",P+10,1,10.97,15.0,23.97,12.99,,Reverse Holofoil,,
84458,Cranidos,Cranidos,https://tcgplayer-cdn.tcgplayer.com/product/84458_200w.jpg,3,1368,https://cpt.tcgcsv.com/bPH,2024-10-07T18:20:13.187,1,43/123,Uncommon,Fighting,70,Stage 1,,[1] Headbutt (20),G+20,1,0.09,0.28,3.14,0.26,,Normal,"[1F] Steamroll (30)
<br>
Does 20 damage to 1 of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",
84458,Cranidos,Cranidos,https://tcgplayer-cdn.tcgplayer.com/product/84458_200w.jpg,3,1368,https://cpt.tcgcsv.com/bPH,2024-10-07T18:20:13.187,1,43/123,Uncommon,Fighting,70,Stage 1,,[1] Headbutt (20),G+20,1,0.89,3.53,7.99,2.99,,Reverse Holofoil,"[1F] Steamroll (30)
<br>
Does 20 damage to 1 of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",
84473,Croagunk,Croagunk,https://tcgplayer-cdn.tcgplayer.com/product/84473_200w.jpg,3,1368,https://cpt.tcgcsv.com/tPH,2023-09-25T18:35:18.043,1,78/123,Common,Psychic,60,Basic,,"[1] Ghastly Sound
<br>
Flip a coin. If heads, your opponent can't play any Supporter cards from his or her hand during his or her next turn.",P+10,1,0.12,0.25,1.57,0.28,,Normal,"[PP] Finger Poke (20)
<br>
Flip a coin. If heads, the Defending Pokémon is now Poisoned.",
84473,Croagunk,Croagunk,https://tcgplayer-cdn.tcgplayer.com/product/84473_200w.jpg,3,1368,https://cpt.tcgcsv.com/tPH,2023-09-25T18:35:18.043,1,78/123,Common,Psychic,60,Basic,,"[1] Ghastly Sound
<br>
Flip a coin. If heads, your opponent can't play any Supporter cards from his or her hand during his or her next turn.",P+10,1,0.25,0.87,2.39,1.06,0.71,Reverse Holofoil,"[PP] Finger Poke (20)
<br>
Flip a coin. If heads, the Defending Pokémon is now Poisoned.",
