productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extResistance,extCardText
83641,Aron,Aron,https://tcgplayer-cdn.tcgplayer.com/product/83641_200w.jpg,3,1370,https://cpt.tcgcsv.com/RsH,2023-01-09T21:24:47.387,1,57/101,Common,Metal,60,Basic,[M] Iron Head (10x) Flip a coin until you get tails.  This attack does 10 damage times the number of heads.,[2M] Headbutt (30),Rx2,2,0.08,0.24,1.0,0.19,,Normal,P-20,
83641,Aron,Aron,https://tcgplayer-cdn.tcgplayer.com/product/83641_200w.jpg,3,1370,https://cpt.tcgcsv.com/RsH,2023-01-09T21:24:47.387,1,57/101,Common,Metal,60,Basic,[M] Iron Head (10x) Flip a coin until you get tails.  This attack does 10 damage times the number of heads.,[2M] Headbutt (30),Rx2,2,0.21,0.75,1.25,0.74,,Reverse Holofoil,P-20,
83672,Axew,Axew,https://tcgplayer-cdn.tcgplayer.com/product/83672_200w.jpg,3,1370,https://cpt.tcgcsv.com/stH,2025-12-04T03:45:16.58,1,67/101,Common,Dragon,50,Basic,"[1] Strong Bond - Search your deck for a Supporter card named Iris, reveal it, and put it into your hand.  Shuffle your deck afterward.",[FM] Dragon Claw (20),Ox2,1,0.09,0.25,5.0,0.24,0.22,Normal,,
83672,Axew,Axew,https://tcgplayer-cdn.tcgplayer.com/product/83672_200w.jpg,3,1370,https://cpt.tcgcsv.com/stH,2025-12-04T03:45:16.58,1,67/101,Common,Dragon,50,Basic,"[1] Strong Bond - Search your deck for a Supporter card named Iris, reveal it, and put it into your hand.  Shuffle your deck afterward.",[FM] Dragon Claw (20),Ox2,1,0.4,0.62,1.0,0.47,,Reverse Holofoil,,
83676,Azelf,Azelf,https://tcgplayer-cdn.tcgplayer.com/product/83676_200w.jpg,3,1370,https://cpt.tcgcsv.com/xtH,2023-01-09T21:19:55.17,1,38/101,Rare,Psychic,60,Basic,[1] Trading Places - Switch this Pokemon with 1 of your Benched Pokemon.,[2P] Psyjamming - Move as many Special Energy attached to your opponent's Pokemon to your opponent's other Pokemon in any way you like.,Px2,1,0.2,0.41,1.49,0.38,,Normal,,
83676,Azelf,Azelf,https://tcgplayer-cdn.tcgplayer.com/product/83676_200w.jpg,3,1370,https://cpt.tcgcsv.com/xtH,2023-01-09T21:19:55.17,1,38/101,Rare,Psychic,60,Basic,[1] Trading Places - Switch this Pokemon with 1 of your Benched Pokemon.,[2P] Psyjamming - Move as many Special Energy attached to your opponent's Pokemon to your opponent's other Pokemon in any way you like.,Px2,1,1.0,2.37,6.49,2.26,,Reverse Holofoil,,
83702,Bagon,Bagon,https://tcgplayer-cdn.tcgplayer.com/product/83702_200w.jpg,3,1370,https://cpt.tcgcsv.com/3vH,2023-01-09T21:25:38.463,1,62/101,Common,Dragon,50,Basic,[1] Headbutt (10),[RW] Dragon Claw (20),Ox2,1,0.04,0.25,5.0,0.23,0.17,Normal,,
83702,Bagon,Bagon,https://tcgplayer-cdn.tcgplayer.com/product/83702_200w.jpg,3,1370,https://cpt.tcgcsv.com/3vH,2023-01-09T21:25:38.463,1,62/101,Common,Dragon,50,Basic,[1] Headbutt (10),[RW] Dragon Claw (20),Ox2,1,0.35,0.77,2.42,0.78,0.67,Reverse Holofoil,,
83898,Blastoise,Blastoise,https://tcgplayer-cdn.tcgplayer.com/product/83898_200w.jpg,3,1370,https://cpt.tcgcsv.com/-zH,2025-11-11T14:45:48.823,1,16/101,Holo Rare,Water,140,Stage 2,[4] Hydro Pump (60+) Does 10 more damage for each W Energy attached to this Pokemon.,,Gx2,4,4.5,6.75,14.78,9.02,,Holofoil,,"Deluge - As often as you like during your turn (before your attack), you may attach a W Energy card from your hand to 1 of your Pokemon.  (Ability)"
83898,Blastoise,Blastoise,https://tcgplayer-cdn.tcgplayer.com/product/83898_200w.jpg,3,1370,https://cpt.tcgcsv.com/-zH,2025-11-11T14:45:48.823,1,16/101,Holo Rare,Water,140,Stage 2,[4] Hydro Pump (60+) Does 10 more damage for each W Energy attached to this Pokemon.,,Gx2,4,7.73,11.29,59.97,9.97,,Reverse Holofoil,,"Deluge - As often as you like during your turn (before your attack), you may attach a W Energy card from your hand to 1 of your Pokemon.  (Ability)"
84085,Caitlin,Caitlin,https://tcgplayer-cdn.tcgplayer.com/product/84085_200w.jpg,3,1370,https://cpt.tcgcsv.com/KFH,2025-12-04T05:14:06.91,1,78/101,Uncommon,Supporter,0,,"Put as many cards from your hand as you like on the bottom of your deck in any order.  Then, draw a card for each card you put on the bottom of your deck.",,,,0.04,0.26,2.46,0.27,,Normal,,You may play only 1 Supporter card per turn (before your attack).
84085,Caitlin,Caitlin,https://tcgplayer-cdn.tcgplayer.com/product/84085_200w.jpg,3,1370,https://cpt.tcgcsv.com/KFH,2025-12-04T05:14:06.91,1,78/101,Uncommon,Supporter,0,,"Put as many cards from your hand as you like on the bottom of your deck in any order.  Then, draw a card for each card you put on the bottom of your deck.",,,,0.43,0.73,3.14,0.91,,Reverse Holofoil,,You may play only 1 Supporter card per turn (before your attack).
84110,Carracosta,Carracosta,https://tcgplayer-cdn.tcgplayer.com/product/84110_200w.jpg,3,1370,https://cpt.tcgcsv.com/dGH,2023-01-09T21:17:05.71,1,28/101,Rare,Water,140,Stage 1,"[2W] Fossil Clutch (50+) You may discard an Item card that has Fossil in its name from your hand.  If you do, this attack does 50 more damage.",[2WW] Waterfall (80),Gx2,4,0.4,0.95,2.0,0.95,,Normal,,
84110,Carracosta,Carracosta,https://tcgplayer-cdn.tcgplayer.com/product/84110_200w.jpg,3,1370,https://cpt.tcgcsv.com/dGH,2023-01-09T21:17:05.71,1,28/101,Rare,Water,140,Stage 1,"[2W] Fossil Clutch (50+) You may discard an Item card that has Fossil in its name from your hand.  If you do, this attack does 50 more damage.",[2WW] Waterfall (80),Gx2,4,1.25,1.5,3.25,2.21,,Reverse Holofoil,,
84244,Chatot (Team Plasma),Chatot Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/84244_200w.jpg,3,1370,https://cpt.tcgcsv.com/VJH,2025-11-20T04:10:14.9,1,77/101,Uncommon,Colorless,60,Basic,[1] Misinformation - Discard all Pokemon Tool cards attached to each of your opponent's Pokemon.,[2] Tone-Deaf (20) The Defending Pokemon is now Confused.,Lx2,1,0.05,0.26,5.0,0.29,0.23,Normal,F-20,
84244,Chatot (Team Plasma),Chatot Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/84244_200w.jpg,3,1370,https://cpt.tcgcsv.com/VJH,2025-11-20T04:10:14.9,1,77/101,Uncommon,Colorless,60,Basic,[1] Misinformation - Discard all Pokemon Tool cards attached to each of your opponent's Pokemon.,[2] Tone-Deaf (20) The Defending Pokemon is now Confused.,Lx2,1,0.25,0.55,1.99,0.6,,Reverse Holofoil,F-20,
84450,Cover Fossil,Cover Fossil,https://tcgplayer-cdn.tcgplayer.com/product/84450_200w.jpg,3,1370,https://cpt.tcgcsv.com/0PH,2025-11-11T14:56:00.113,1,79/101,Uncommon,Item,0,Item,Look at the bottom 7 cards of your deck.  You may reveal a Tirtouga you find there and put it onto your Bench.  Shuffle the other cards back into your deck.,,,,0.04,0.25,2.35,0.26,,Normal,,You may play as many Item cards as you like during your turn (before your attack).
84450,Cover Fossil,Cover Fossil,https://tcgplayer-cdn.tcgplayer.com/product/84450_200w.jpg,3,1370,https://cpt.tcgcsv.com/0PH,2025-11-11T14:56:00.113,1,79/101,Uncommon,Item,0,Item,Look at the bottom 7 cards of your deck.  You may reveal a Tirtouga you find there and put it onto your Bench.  Shuffle the other cards back into your deck.,,,,0.3,0.5,2.5,0.49,,Reverse Holofoil,,You may play as many Item cards as you like during your turn (before your attack).
84455,Cradily,Cradily,https://tcgplayer-cdn.tcgplayer.com/product/84455_200w.jpg,3,1370,https://cpt.tcgcsv.com/7PH,2023-01-14T12:00:29.733,1,4/101,Rare,Grass,120,Stage 1,"[G] Lifesplosion - For each Energy attached to this Pokemon, search your deck for a Stage 2 Pokemon and put it onto your Bench.  Shuffle your deck afterward.",[2G] Spiral Drain (60) Heal 20 damage from this Pokemon.,Rx2,2,0.77,1.42,5.0,1.43,,Normal,W-20,
84455,Cradily,Cradily,https://tcgplayer-cdn.tcgplayer.com/product/84455_200w.jpg,3,1370,https://cpt.tcgcsv.com/7PH,2023-01-14T12:00:29.733,1,4/101,Rare,Grass,120,Stage 1,"[G] Lifesplosion - For each Energy attached to this Pokemon, search your deck for a Stage 2 Pokemon and put it onto your Bench.  Shuffle your deck afterward.",[2G] Spiral Drain (60) Heal 20 damage from this Pokemon.,Rx2,2,3.55,5.1,7.97,5.17,,Reverse Holofoil,W-20,
84808,Dialga EX (Team Plasma),Dialga EX Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/84808_200w.jpg,3,1370,https://cpt.tcgcsv.com/bXH,2023-01-09T21:26:04.637,1,65/101,Ultra Rare,Dragon,180,Basic,"[1MP] Reverse Edge (50) Flip a coin.  If heads, put a card from your discard pile into your hand.","[4] Fast Forward (90) For each Plasma Energy attached to this Pokemon, discard the top card of your opponent's deck.",Ox2,2,15.0,20.35,65.0,25.51,,Holofoil,,
84809,Dialga EX (Team Plasma) (99 Full Art),Dialga EX Team Plasma 99 Full Art,https://tcgplayer-cdn.tcgplayer.com/product/84809_200w.jpg,3,1370,https://cpt.tcgcsv.com/cXH,2023-01-09T21:38:59.213,1,99/101,Ultra Rare,Dragon,180,Basic,"[1MP] Reverse Edge (50) Flip a coin.  If heads, put a card from your discard pile into your hand.","[4] Fast Forward (90) For each Plasma Energy attached to this Pokemon, discard the top card of your opponent's deck.",Ox2,2,265.56,267.5,899.99,200.0,,Holofoil,,
84951,Drifblim,Drifblim,https://tcgplayer-cdn.tcgplayer.com/product/84951_200w.jpg,3,1370,https://cpt.tcgcsv.com/2_H,2025-12-04T05:15:11.91,1,35/101,Rare,Psychic,100,Stage 1,[3] Derail (70) Discard a Special Energy attached to the Defending Pokemon.,,Dx2,0,0.1,0.33,19.98,0.31,0.23,Normal,,Drifting Balloon - This Pokemon's attacks cost 1 less for each of your opponent's Team Plasma Pokemon in play.  (Ability)
84951,Drifblim,Drifblim,https://tcgplayer-cdn.tcgplayer.com/product/84951_200w.jpg,3,1370,https://cpt.tcgcsv.com/2_H,2025-12-04T05:15:11.91,1,35/101,Rare,Psychic,100,Stage 1,[3] Derail (70) Discard a Special Energy attached to the Defending Pokemon.,,Dx2,0,0.42,0.87,3.99,0.97,0.47,Reverse Holofoil,,Drifting Balloon - This Pokemon's attacks cost 1 less for each of your opponent's Team Plasma Pokemon in play.  (Ability)
84963,Drifloon,Drifloon,https://tcgplayer-cdn.tcgplayer.com/product/84963_200w.jpg,3,1370,https://cpt.tcgcsv.com/h_H,2023-01-22T06:54:37.58,1,34/101,Common,Psychic,70,Basic,"[P] Creepy Wind - Flip a coin.  If heads, the Defending Pokemon is now Confused.",[3] Wind Blast - This attack does 40 damage to 1 of your opponent's Benched Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),Dx2,2,0.05,0.25,5.0,0.27,,Normal,,
84963,Drifloon,Drifloon,https://tcgplayer-cdn.tcgplayer.com/product/84963_200w.jpg,3,1370,https://cpt.tcgcsv.com/h_H,2023-01-22T06:54:37.58,1,34/101,Common,Psychic,70,Basic,"[P] Creepy Wind - Flip a coin.  If heads, the Defending Pokemon is now Confused.",[3] Wind Blast - This attack does 40 damage to 1 of your opponent's Benched Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),Dx2,2,0.3,0.62,2.0,0.79,,Reverse Holofoil,,
84980,Druddigon,Druddigon,https://tcgplayer-cdn.tcgplayer.com/product/84980_200w.jpg,3,1370,https://cpt.tcgcsv.com/D_H,2023-01-09T21:26:54.273,1,70/101,Common,Dragon,100,Basic,"[R] Big Swing (40) Flip 2 coins.  If either of them are tails, this attack does nothing.",[2W] Shred (60) This attacks damage isn't affected by any effects on the Defending Pokemon.,Ox2,1,0.03,0.25,5.0,0.22,,Normal,,
84980,Druddigon,Druddigon,https://tcgplayer-cdn.tcgplayer.com/product/84980_200w.jpg,3,1370,https://cpt.tcgcsv.com/D_H,2023-01-09T21:26:54.273,1,70/101,Common,Dragon,100,Basic,"[R] Big Swing (40) Flip 2 coins.  If either of them are tails, this attack does nothing.",[2W] Shred (60) This attacks damage isn't affected by any effects on the Defending Pokemon.,Ox2,1,0.3,0.71,1.25,0.83,,Reverse Holofoil,,
84995,Ducklett,Ducklett,https://tcgplayer-cdn.tcgplayer.com/product/84995_200w.jpg,3,1370,https://cpt.tcgcsv.com/W_H,2023-01-09T21:17:16.217,1,29/101,Common,Water,60,Basic,[1W] Splatter - This attack does 20 damage to 1 of your opponent's Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),,Lx2,1,0.05,0.25,5.0,0.23,0.17,Normal,F-20,
84995,Ducklett,Ducklett,https://tcgplayer-cdn.tcgplayer.com/product/84995_200w.jpg,3,1370,https://cpt.tcgcsv.com/W_H,2023-01-09T21:17:16.217,1,29/101,Common,Water,60,Basic,[1W] Splatter - This attack does 20 damage to 1 of your opponent's Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),,Lx2,1,0.2,0.51,1.82,0.55,,Reverse Holofoil,F-20,
85018,Duosion,Duosion,https://tcgplayer-cdn.tcgplayer.com/product/85018_200w.jpg,3,1370,https://cpt.tcgcsv.com/n0J,2025-12-04T05:16:33.857,1,43/101,Uncommon,Psychic,60,Stage 1,"[1P] Focused Wish (20+) Flip a coin.  If heads, this attack does 20 more damage.",,Px2,1,0.12,0.25,5.0,0.28,,Normal,,
85018,Duosion,Duosion,https://tcgplayer-cdn.tcgplayer.com/product/85018_200w.jpg,3,1370,https://cpt.tcgcsv.com/n0J,2025-12-04T05:16:33.857,1,43/101,Uncommon,Psychic,60,Stage 1,"[1P] Focused Wish (20+) Flip a coin.  If heads, this attack does 20 more damage.",,Px2,1,0.25,0.5,2.75,0.6,,Reverse Holofoil,,
85041,Dusknoir (104 Secret Rare),Dusknoir 104 Secret Rare,https://tcgplayer-cdn.tcgplayer.com/product/85041_200w.jpg,3,1370,https://cpt.tcgcsv.com/R0J,2023-01-09T21:39:39.747,1,104/101,Secret Rare,Psychic,130,Stage 2,[3P] Shadow Punch (60) This attack's damage isn't affected by Resistance.,,Dx2,3,68.59,70.92,295.0,91.56,,Holofoil,,"Sinister Hand - As often as you like during your turn (before your attack), you may move 1 damage counter from 1 of your opponent's Pokemon to another of your opponent's Pokemon.  (Ability)"
85069,Eelektrik,Eelektrik,https://tcgplayer-cdn.tcgplayer.com/product/85069_200w.jpg,3,1370,https://cpt.tcgcsv.com/p2J,2023-01-09T21:17:46.033,1,32/101,Uncommon,Lightning,80,Stage 1,"[L] Thunder Wave (20) Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",[2] Headbutt (30),Fx2,1,0.1,0.26,1.0,0.26,,Normal,,
85069,Eelektrik,Eelektrik,https://tcgplayer-cdn.tcgplayer.com/product/85069_200w.jpg,3,1370,https://cpt.tcgcsv.com/p2J,2023-01-09T21:17:46.033,1,32/101,Uncommon,Lightning,80,Stage 1,"[L] Thunder Wave (20) Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",[2] Headbutt (30),Fx2,1,0.25,0.49,2.25,0.6,,Reverse Holofoil,,
85072,Eelektross (Team Plasma),Eelektross Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/85072_200w.jpg,3,1370,https://cpt.tcgcsv.com/s2J,2025-11-11T15:00:40.107,1,33/101,Holo Rare,Lightning,140,Stage 2,[1L] Crush and Burn (30x) Discard as many Energy attached to your Pokemon as you like.  This attack does 30 damage times the number of Energy cards you discarded.,[3L] Thunder Tempest (50x) Flip 4 coins.  This attack does 50 damage times the number of heads.,Fx2,3,0.9,1.02,29.99,1.23,29.99,Holofoil,,
85072,Eelektross (Team Plasma),Eelektross Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/85072_200w.jpg,3,1370,https://cpt.tcgcsv.com/s2J,2025-11-11T15:00:40.107,1,33/101,Holo Rare,Lightning,140,Stage 2,[1L] Crush and Burn (30x) Discard as many Energy attached to your Pokemon as you like.  This attack does 30 damage times the number of Energy cards you discarded.,[3L] Thunder Tempest (50x) Flip 4 coins.  This attack does 50 damage times the number of heads.,Fx2,3,0.75,1.08,29.99,1.36,29.99,Reverse Holofoil,,
85231,Energy Retrieval,Energy Retrieval,https://tcgplayer-cdn.tcgplayer.com/product/85231_200w.jpg,3,1370,https://cpt.tcgcsv.com/F6J,2025-11-11T15:02:30.723,1,80/101,Uncommon,Item,0,,Put 2 basic Energy cards from your discard pile into your hand.,,,,0.09,0.23,1.75,0.2,,Normal,,You may play as many Item cards as you like during your turn (before your attack).
85231,Energy Retrieval,Energy Retrieval,https://tcgplayer-cdn.tcgplayer.com/product/85231_200w.jpg,3,1370,https://cpt.tcgcsv.com/F6J,2025-11-11T15:02:30.723,1,80/101,Uncommon,Item,0,,Put 2 basic Energy cards from your discard pile into your hand.,,,,0.25,0.46,2.49,0.53,0.47,Reverse Holofoil,,You may play as many Item cards as you like during your turn (before your attack).
85315,Escavalier (Team Plasma),Escavalier Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/85315_200w.jpg,3,1370,https://cpt.tcgcsv.com/k8J,2023-01-09T21:25:27.81,1,61/101,Rare,Metal,100,Stage 1,[1M] Steamroll (40) Does 20 damage to 1 of your opponent's Benched Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),[2M] Slashing Strike (80) This Pokemon can't use Slashing Strike during your next turn.,Rx2,3,0.17,0.5,5.0,0.59,,Normal,P-20,
85315,Escavalier (Team Plasma),Escavalier Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/85315_200w.jpg,3,1370,https://cpt.tcgcsv.com/k8J,2023-01-09T21:25:27.81,1,61/101,Rare,Metal,100,Stage 1,[1M] Steamroll (40) Does 20 damage to 1 of your opponent's Benched Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),[2M] Slashing Strike (80) This Pokemon can't use Slashing Strike during your next turn.,Rx2,3,0.39,0.7,3.41,0.72,,Reverse Holofoil,P-20,
85351,Exeggcute (102 Secret Rare),Exeggcute 102 Secret Rare,https://tcgplayer-cdn.tcgplayer.com/product/85351_200w.jpg,3,1370,https://cpt.tcgcsv.com/29J,2023-01-09T21:39:22.987,1,102/101,Secret Rare,Grass,30,Basic,[1G] Seed Bomb (20),,Rx2,1,79.95,94.39,124.99,100.0,,Holofoil,W-20,"Propagation - Once during your turn (before your attack), if this Pokemon is in your discard pile, you may put this Pokemon into your hand.  (Ability)"
85561,Fraxure,Fraxure,https://tcgplayer-cdn.tcgplayer.com/product/85561_200w.jpg,3,1370,https://cpt.tcgcsv.com/ffJ,2023-01-09T21:26:35.413,1,68/101,Uncommon,Dragon,80,Stage 1,"[1] Paralyzing Gaze - Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",[FM] Dragon Claw (40),Ox2,2,0.2,0.33,1.19,0.33,,Normal,,
85561,Fraxure,Fraxure,https://tcgplayer-cdn.tcgplayer.com/product/85561_200w.jpg,3,1370,https://cpt.tcgcsv.com/ffJ,2023-01-09T21:26:35.413,1,68/101,Uncommon,Dragon,80,Stage 1,"[1] Paralyzing Gaze - Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",[FM] Dragon Claw (40),Ox2,2,0.63,0.8,1.86,0.83,,Reverse Holofoil,,
85574,Froslass (Team Plasma),Froslass Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/85574_200w.jpg,3,1370,https://cpt.tcgcsv.com/vfJ,2023-01-09T21:16:13.317,1,23/101,Rare,Water,90,Stage 1,[1W] Blizzard (30) Does 10 damage to each of your opponent's Benched Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),,Mx2,1,0.2,0.53,16.29,0.55,,Normal,,"Cursed Glare - As long as this Pokemon is your Active Pokemon, your opponent can't attach any Special Energy cards from his or her hand to his or her Pokemon.  (Ability)"
85574,Froslass (Team Plasma),Froslass Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/85574_200w.jpg,3,1370,https://cpt.tcgcsv.com/vfJ,2023-01-09T21:16:13.317,1,23/101,Rare,Water,90,Stage 1,[1W] Blizzard (30) Does 10 damage to each of your opponent's Benched Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),,Mx2,1,0.5,0.99,2.43,1.23,,Reverse Holofoil,,"Cursed Glare - As long as this Pokemon is your Active Pokemon, your opponent can't attach any Special Energy cards from his or her hand to his or her Pokemon.  (Ability)"
85595,G Booster (Team Plasma),G Booster Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/85595_200w.jpg,3,1370,https://cpt.tcgcsv.com/WfJ,2023-01-09T21:37:47.817,1,92/101,Rare Ace,Item,0,Tool,[1GG] G Booster (200) Discard 2 Energy attached to this Pokemon.  This attack's damage isn't affected by any effects on the Defending Pokemon.,,,,2.0,3.98,9.99,4.44,,Holofoil,,Attach a Pokemon Tool to 1 of your Pokemon that doesn't already have a Pokemon Tool attached to it.  You can't have more than 1 ACE SPEC card in your deck.  The Genesect-EX this card is attached to can also use the attack on this card.  (You still need the necessary energy to use this attack.)
85596,G Scope (Team Plasma),G Scope Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/85596_200w.jpg,3,1370,https://cpt.tcgcsv.com/XfJ,2023-01-09T21:37:55.323,1,93/101,Rare Ace,Item,0,Tool,[1GG] G Scope - This attack does 100 damage to 1 of your opponent's Benched Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),,,,1.0,3.23,6.51,3.2,,Holofoil,,Attach a Pokemon Tool to 1 of your Pokemon that doesn't already have a Pokemon Tool attached to it.  You can't have more than 1 ACE SPEC card in your deck.  The Genesect-EX this card is attached to can also use the attack on this card.  (You still need the necessary energy to use this attack.)
85661,Genesect,Genesect,https://tcgplayer-cdn.tcgplayer.com/product/85661_200w.jpg,3,1370,https://cpt.tcgcsv.com/fhJ,2025-11-21T16:07:41.08,1,10/101,Rare,Grass,100,Basic,[1] Call for Family - Search your deck for 2 G Basic Pokemon and put them onto your Bench.  Shuffle your deck afterward.,"[1GG] Jet Impact (80+) Flip a coin.  If heads, this attack does 20 more damage.",Rx2,1,0.3,0.52,4.0,0.64,0.46,Normal,,
