productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack2,extAttack3,extUPC
84141,Celebi (3),Celebi 3,https://tcgplayer-cdn.tcgplayer.com/product/84141_200w.jpg,3,1389,https://cpt.tcgcsv.com/RGH,2022-11-27T18:24:35.05,1,03/64,Holo Rare,Psychic,50,Basic,"<strong>Pokémon Power: Time Travel</strong> If an opponent's attack would Knock Out Celebi, flip a coin. If heads, Celebi isn't Knocked Out and you shuffle it and all cards attached to it into your deck. This power doesn't work if Celebi is already Asleep, Confused, or Paralyzed.","[P] Psychic Damage
<br>Flip 3 coins. For each heads, put 1 damage counter on the Defending Pokémon.",P,,1,299.99,299.99,299.99,99.4,,1st Edition Holofoil,,,
84141,Celebi (3),Celebi 3,https://tcgplayer-cdn.tcgplayer.com/product/84141_200w.jpg,3,1389,https://cpt.tcgcsv.com/RGH,2022-11-27T18:24:35.05,1,03/64,Holo Rare,Psychic,50,Basic,"<strong>Pokémon Power: Time Travel</strong> If an opponent's attack would Knock Out Celebi, flip a coin. If heads, Celebi isn't Knocked Out and you shuffle it and all cards attached to it into your deck. This power doesn't work if Celebi is already Asleep, Confused, or Paralyzed.","[P] Psychic Damage
<br>Flip 3 coins. For each heads, put 1 damage counter on the Defending Pokémon.",P,,1,89.99,123.6,9999.0,116.62,,Unlimited Holofoil,,,
84142,Celebi (16),Celebi 16,https://tcgplayer-cdn.tcgplayer.com/product/84142_200w.jpg,3,1389,https://cpt.tcgcsv.com/SGH,2022-11-27T18:23:06.65,1,16/64,Rare,Grass,50,Basic,,"[GG] Psychic Leaf (10+)
<br>Flip a coin for each Energy attached to the Defending Pokémon. This attack does 10 damage plus 10 more damage for each heads. Remove a number of damage counters from Celebi equal to the damage done to the Defending Pokémon <em>(after applying Weakness and Resistance)</em>. If Celebi has fewer damage counters than that, remove all of them.",R,,1,20.0,23.73,190.0,23.52,,1st Edition,,,
84142,Celebi (16),Celebi 16,https://tcgplayer-cdn.tcgplayer.com/product/84142_200w.jpg,3,1389,https://cpt.tcgcsv.com/SGH,2022-11-27T18:23:06.65,1,16/64,Rare,Grass,50,Basic,,"[GG] Psychic Leaf (10+)
<br>Flip a coin for each Energy attached to the Defending Pokémon. This attack does 10 damage plus 10 more damage for each heads. Remove a number of damage counters from Celebi equal to the damage done to the Defending Pokémon <em>(after applying Weakness and Resistance)</em>. If Celebi has fewer damage counters than that, remove all of them.",R,,1,7.0,13.74,9999.0,13.11,,Unlimited,,,
84299,Chinchou,Chinchou,https://tcgplayer-cdn.tcgplayer.com/product/84299_200w.jpg,3,1389,https://cpt.tcgcsv.com/_KH,2025-02-05T21:03:42.79,1,42/64,Common,Lightning,50,Basic,,"[L] Positive Ion (10+)
<br>Flip a coin. If heads, this attack does 10 damage plus 10 more damage. If tails, this attack does 10 damage.",F,,1,0.75,1.25,4.99,1.19,,1st Edition,"[W] Negative Ion (10)
<br>If the Defending Pokémon attacks Chinchou during your opponent's next turn, any damage done to Chinchou is reduced by 10 <em>(before applying Weakness and Resistance)</em>. <em>(Benching or evolving either Pokémon ends this effect.)</em>",,
84299,Chinchou,Chinchou,https://tcgplayer-cdn.tcgplayer.com/product/84299_200w.jpg,3,1389,https://cpt.tcgcsv.com/_KH,2025-02-05T21:03:42.79,1,42/64,Common,Lightning,50,Basic,,"[L] Positive Ion (10+)
<br>Flip a coin. If heads, this attack does 10 damage plus 10 more damage. If tails, this attack does 10 damage.",F,,1,0.15,0.48,4.0,0.46,,Unlimited,"[W] Negative Ion (10)
<br>If the Defending Pokémon attacks Chinchou during your opponent's next turn, any damage done to Chinchou is reduced by 10 <em>(before applying Weakness and Resistance)</em>. <em>(Benching or evolving either Pokémon ends this effect.)</em>",,
84482,Crobat,Crobat,https://tcgplayer-cdn.tcgplayer.com/product/84482_200w.jpg,3,1389,https://cpt.tcgcsv.com/GPH,2022-11-27T18:27:08.563,1,04/64,Holo Rare,Grass,90,Stage 2,,"[G] Triggered Poison (20)
<br>If your opponent attaches an Energy card to the Defending Pokémon during his or her next turn, that Pokémon becomes Poisoned.",P,F-30,1,79.99,79.99,79.99,68.95,,1st Edition Holofoil,"[1GG] Cross Attack (20x)
<br>Flip 4 coins. This attack does 20 damage times the number of heads. If you get 2 or more heads, the Defending Pokémon is now Confused.",,
84482,Crobat,Crobat,https://tcgplayer-cdn.tcgplayer.com/product/84482_200w.jpg,3,1389,https://cpt.tcgcsv.com/GPH,2022-11-27T18:27:08.563,1,04/64,Holo Rare,Grass,90,Stage 2,,"[G] Triggered Poison (20)
<br>If your opponent attaches an Energy card to the Defending Pokémon during his or her next turn, that Pokémon becomes Poisoned.",P,F-30,1,34.28,43.0,59.21,43.74,,Unlimited Holofoil,"[1GG] Cross Attack (20x)
<br>Flip 4 coins. This attack does 20 damage times the number of heads. If you get 2 or more heads, the Defending Pokémon is now Confused.",,
84745,Delibird,Delibird,https://tcgplayer-cdn.tcgplayer.com/product/84745_200w.jpg,3,1389,https://cpt.tcgcsv.com/WVH,2022-11-27T18:28:11.217,1,05/64,Holo Rare,Colorless,60,Basic,,"[2] Present
<br>Flip 3 coins. If exactly 1 is heads, this attack does 40 damage. If exactly 2 are heads, remove 3 damage counters from the Defending Pokémon. If the Defending Pokémon has fewer damage counters than that, remove all of them. If all 3 are heads, this attack does 60 damage. If all 3 are tails, remove all damage counters from the Defending Pokémon.",L,F-30,1,24.89,64.08,69.99,68.73,,1st Edition Holofoil,,,
84745,Delibird,Delibird,https://tcgplayer-cdn.tcgplayer.com/product/84745_200w.jpg,3,1389,https://cpt.tcgcsv.com/WVH,2022-11-27T18:28:11.217,1,05/64,Holo Rare,Colorless,60,Basic,,"[2] Present
<br>Flip 3 coins. If exactly 1 is heads, this attack does 40 damage. If exactly 2 are heads, remove 3 damage counters from the Defending Pokémon. If the Defending Pokémon has fewer damage counters than that, remove all of them. If all 3 are heads, this attack does 60 damage. If all 3 are tails, remove all damage counters from the Defending Pokémon.",L,F-30,1,35.0,37.5,50.0,36.84,,Unlimited Holofoil,,,
85266,Entei (6),Entei 6,https://tcgplayer-cdn.tcgplayer.com/product/85266_200w.jpg,3,1389,https://cpt.tcgcsv.com/l7J,2025-11-11T05:33:34.007,1,06/64,Holo Rare,Fire,80,Basic,"<strong>Pokémon Power: Howl</strong> When you play Entei from your hand, you may discard the top 5 cards of your deck. <em>(If you have fewer cards in your deck than that, discard all of them.)</em> If any of those are Fire Energy cards, attach them to any of your Fire Pokémon of your choice. Using this power ends your turn.","[RRR] Searing Flames (60)
<br>Discard 2 Fire Energy cards attached to Entei or this attack does nothing.",W,,1,240.45,277.94,9999.0,231.11,,1st Edition Holofoil,,,
85266,Entei (6),Entei 6,https://tcgplayer-cdn.tcgplayer.com/product/85266_200w.jpg,3,1389,https://cpt.tcgcsv.com/l7J,2025-11-11T05:33:34.007,1,06/64,Holo Rare,Fire,80,Basic,"<strong>Pokémon Power: Howl</strong> When you play Entei from your hand, you may discard the top 5 cards of your deck. <em>(If you have fewer cards in your deck than that, discard all of them.)</em> If any of those are Fire Energy cards, attach them to any of your Fire Pokémon of your choice. Using this power ends your turn.","[RRR] Searing Flames (60)
<br>Discard 2 Fire Energy cards attached to Entei or this attack does nothing.",W,,1,109.99,139.62,179.99,149.16,105.99,Unlimited Holofoil,,,
85269,Entei (17),Entei 17,https://tcgplayer-cdn.tcgplayer.com/product/85269_200w.jpg,3,1389,https://cpt.tcgcsv.com/p7J,2025-11-22T03:29:51.383,1,17/64,Rare,Fire,60,Basic,"<strong>Pokémon Power: Legendary Body</strong> As long as Entei is your Active Pokémon, Entei and Energy cards attached to it aren't affected by effects from Trainer cards other than Stadium cards. As long as this Power is active, discard any Trainer cards attached to Entei. <em>(This power works even if Entei is Asleep, Confused, or Paralyzed.)</em>","[RRR] Mega Flame (50)
<br>Flip 2 coins. For each tails, discard 1 Fire Energy card from Entei, if it has any.",W,,,27.31,32.49,50.45,33.8,,1st Edition,,,
85269,Entei (17),Entei 17,https://tcgplayer-cdn.tcgplayer.com/product/85269_200w.jpg,3,1389,https://cpt.tcgcsv.com/p7J,2025-11-22T03:29:51.383,1,17/64,Rare,Fire,60,Basic,"<strong>Pokémon Power: Legendary Body</strong> As long as Entei is your Active Pokémon, Entei and Energy cards attached to it aren't affected by effects from Trainer cards other than Stadium cards. As long as this Power is active, discard any Trainer cards attached to Entei. <em>(This power works even if Entei is Asleep, Confused, or Paralyzed.)</em>","[RRR] Mega Flame (50)
<br>Flip 2 coins. For each tails, discard 1 Fire Energy card from Entei, if it has any.",W,,,10.86,15.94,23.49,16.27,,Unlimited,,,
85382,Farfetch'd,Farfetchd,https://tcgplayer-cdn.tcgplayer.com/product/85382_200w.jpg,3,1389,https://cpt.tcgcsv.com/G9J,2025-11-22T03:30:40.517,1,43/64,Common,Colorless,50,Basic,,[1] Gust (10),L,F-30,1,1.0,1.77,2.75,1.84,,1st Edition,"[3] Leek Jab (40)
<br>This attack can't be used during your next turn. <em>(Benching Farfetch'd ends this effect.)</em>",,
85382,Farfetch'd,Farfetchd,https://tcgplayer-cdn.tcgplayer.com/product/85382_200w.jpg,3,1389,https://cpt.tcgcsv.com/G9J,2025-11-22T03:30:40.517,1,43/64,Common,Colorless,50,Basic,,[1] Gust (10),L,F-30,1,0.25,0.47,501.5,0.43,,Unlimited,"[3] Leek Jab (40)
<br>This attack can't be used during your next turn. <em>(Benching Farfetch'd ends this effect.)</em>",,
85473,Flaaffy,Flaaffy,https://tcgplayer-cdn.tcgplayer.com/product/85473_200w.jpg,3,1389,https://cpt.tcgcsv.com/tcJ,2025-02-05T21:03:42.837,1,28/64,Uncommon,Lightning,70,Stage 1,,[L] Electric Punch (20),F,,1,2.6,3.56,14.99,2.92,,1st Edition,"[2L] Tail Shock (30)
<br>Flip a coin. If heads, this attack does 10 damage to each of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",,
85473,Flaaffy,Flaaffy,https://tcgplayer-cdn.tcgplayer.com/product/85473_200w.jpg,3,1389,https://cpt.tcgcsv.com/tcJ,2025-02-05T21:03:42.837,1,28/64,Uncommon,Lightning,70,Stage 1,,[L] Electric Punch (20),F,,1,0.75,1.67,27007.04,1.87,,Unlimited,"[2L] Tail Shock (30)
<br>Flip a coin. If heads, this attack does 10 damage to each of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",,
85683,Geodude,Geodude,https://tcgplayer-cdn.tcgplayer.com/product/85683_200w.jpg,3,1389,https://cpt.tcgcsv.com/HhJ,2025-02-05T21:03:42.883,1,44/64,Common,Fighting,40,Basic,,[F] Knuckle Punch (20),G,,1,0.5,1.45,4.99,1.29,,1st Edition,,,
85683,Geodude,Geodude,https://tcgplayer-cdn.tcgplayer.com/product/85683_200w.jpg,3,1389,https://cpt.tcgcsv.com/HhJ,2025-02-05T21:03:42.883,1,44/64,Common,Fighting,40,Basic,,[F] Knuckle Punch (20),G,,1,0.18,0.47,23.0,0.45,,Unlimited,,,
85790,Golbat,Golbat,https://tcgplayer-cdn.tcgplayer.com/product/85790_200w.jpg,3,1389,https://cpt.tcgcsv.com/QkJ,2023-08-16T14:55:28.667,1,29/64,Uncommon,Grass,60,Stage 1,,"[1] Screech
<br>Until the end of your next turn, if an attack damages the Defending Pokémon <em>(after applying Weakness and Resistance)<em>, that attack does 20 more damage to the Defending Pokémon.",G,F-30,,0.9,2.55,4.99,2.55,,1st Edition,"[1G] Poison Bite (10)
<br>If this attack damages the Defending Pokémon, the Defending Pokémon is now Poisoned and you remove a number of damage counters from Golbat equal to half that damage (rounded up to the nearest 10). If Golbat has fewer damage counters than that, remove all of them. Either way, the Defending Pokémon is now Poisoned.",,
85790,Golbat,Golbat,https://tcgplayer-cdn.tcgplayer.com/product/85790_200w.jpg,3,1389,https://cpt.tcgcsv.com/QkJ,2023-08-16T14:55:28.667,1,29/64,Uncommon,Grass,60,Stage 1,,"[1] Screech
<br>Until the end of your next turn, if an attack damages the Defending Pokémon <em>(after applying Weakness and Resistance)<em>, that attack does 20 more damage to the Defending Pokémon.",G,F-30,,0.4,0.99,23.0,1.18,,Unlimited,"[1G] Poison Bite (10)
<br>If this attack damages the Defending Pokémon, the Defending Pokémon is now Poisoned and you remove a number of damage counters from Golbat equal to half that damage (rounded up to the nearest 10). If Golbat has fewer damage counters than that, remove all of them. Either way, the Defending Pokémon is now Poisoned.",,
85801,Goldeen,Goldeen,https://tcgplayer-cdn.tcgplayer.com/product/85801_200w.jpg,3,1389,https://cpt.tcgcsv.com/2lJ,2022-11-27T18:38:50.043,1,45/64,Common,Water,40,Basic,,"[1] Fin Smack (10x)
<br>Flip 2 coins. This attack does 10 damage times the number of heads.",L,,,1.49,2.74,5.99,2.01,,1st Edition,,,
85801,Goldeen,Goldeen,https://tcgplayer-cdn.tcgplayer.com/product/85801_200w.jpg,3,1389,https://cpt.tcgcsv.com/2lJ,2022-11-27T18:38:50.043,1,45/64,Common,Water,40,Basic,,"[1] Fin Smack (10x)
<br>Flip 2 coins. This attack does 10 damage times the number of heads.",L,,,0.39,0.85,23.0,0.8,,Unlimited,,,
85885,Graveler,Graveler,https://tcgplayer-cdn.tcgplayer.com/product/85885_200w.jpg,3,1389,https://cpt.tcgcsv.com/KmJ,2025-11-22T03:31:42.97,1,30/64,Uncommon,Fighting,70,Stage 1,,"[1F] Earthquake (40)
<br>Does 10 damage to each of your own Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",G,,2,1.49,2.19,5.0,1.98,,1st Edition,"[FFF] Rock Tumble (50)
<br>Don't apply Resistance.",,
85885,Graveler,Graveler,https://tcgplayer-cdn.tcgplayer.com/product/85885_200w.jpg,3,1389,https://cpt.tcgcsv.com/KmJ,2025-11-22T03:31:42.97,1,30/64,Uncommon,Fighting,70,Stage 1,,"[1F] Earthquake (40)
<br>Does 10 damage to each of your own Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",G,,2,0.31,0.8,7.99,0.85,0.8,Unlimited,"[FFF] Rock Tumble (50)
<br>Don't apply Resistance.",,
86041,Healing Field,Healing Field,https://tcgplayer-cdn.tcgplayer.com/product/86041_200w.jpg,3,1389,https://cpt.tcgcsv.com/RqJ,2023-08-23T09:19:11.157,1,61/64,Uncommon,Stadium,,,"This card stays in play when you play it. Discard this card if another Stadium card comes into play.
<br>
Once during each player's turn, he or she may flip a coin. If heads, that player removes 2 damage counters from his or her Active Pokémon (1 if it only has 1).",,,,,0.75,1.48,3.99,1.46,2.48,1st Edition,,,
86041,Healing Field,Healing Field,https://tcgplayer-cdn.tcgplayer.com/product/86041_200w.jpg,3,1389,https://cpt.tcgcsv.com/RqJ,2023-08-23T09:19:11.157,1,61/64,Uncommon,Stadium,,,"This card stays in play when you play it. Discard this card if another Stadium card comes into play.
<br>
Once during each player's turn, he or she may flip a coin. If heads, that player removes 2 damage counters from his or her Active Pokémon (1 if it only has 1).",,,,,0.4,0.75,6.31,0.79,0.52,Unlimited,,,
86118,Ho-oh (7),Ho oh 7,https://tcgplayer-cdn.tcgplayer.com/product/86118_200w.jpg,3,1389,https://cpt.tcgcsv.com/nsJ,2022-11-27T18:42:24.13,1,07/64,Holo Rare,Fire,90,Basic,,"[R] Stoke
<br>You may search your deck for a Fire Energy card and attach it to Ho-oh. Shuffle your deck afterward.",W,F-30,2,459.99,488.52,599.99,55.03,,1st Edition Holofoil,"[RRR] Sacred Fire
<br>Flip a coin. If heads, choose 1 of your opponent's Pokémon. This attack does 40 damage to that Pokémon. Don't apply Weakness and Resistance.","[RRRRR] Dive Bomb (90)
<br>Flip a coin. If tails, this attack does nothing.",
86118,Ho-oh (7),Ho oh 7,https://tcgplayer-cdn.tcgplayer.com/product/86118_200w.jpg,3,1389,https://cpt.tcgcsv.com/nsJ,2022-11-27T18:42:24.13,1,07/64,Holo Rare,Fire,90,Basic,,"[R] Stoke
<br>You may search your deck for a Fire Energy card and attach it to Ho-oh. Shuffle your deck afterward.",W,F-30,2,174.75,362.38,551.3,214.48,,Unlimited Holofoil,"[RRR] Sacred Fire
<br>Flip a coin. If heads, choose 1 of your opponent's Pokémon. This attack does 40 damage to that Pokémon. Don't apply Weakness and Resistance.","[RRRRR] Dive Bomb (90)
<br>Flip a coin. If tails, this attack does nothing.",
86119,Ho-oh (18),Ho oh 18,https://tcgplayer-cdn.tcgplayer.com/product/86119_200w.jpg,3,1389,https://cpt.tcgcsv.com/psJ,2023-11-29T08:44:05.34,1,18/64,Rare,Colorless,90,Basic,,"[4] Rainbow Burn (30+)
<br>This attack does 30 damage plus 10 more for each type of Basic Energy card, if any, attached to Ho-oh.",W,F-30,2,27.96,41.47,9999.0,34.22,,1st Edition,,,
86119,Ho-oh (18),Ho oh 18,https://tcgplayer-cdn.tcgplayer.com/product/86119_200w.jpg,3,1389,https://cpt.tcgcsv.com/psJ,2023-11-29T08:44:05.34,1,18/64,Rare,Colorless,90,Basic,,"[4] Rainbow Burn (30+)
<br>This attack does 30 damage plus 10 more for each type of Basic Energy card, if any, attached to Ho-oh.",W,F-30,2,11.95,17.55,19.35,17.19,,Unlimited,,,
86198,Houndoom,Houndoom,https://tcgplayer-cdn.tcgplayer.com/product/86198_200w.jpg,3,1389,https://cpt.tcgcsv.com/-tJ,2022-11-27T18:43:39.023,1,08/64,Holo Rare,Darkness,70,Stage 1,,"[R] Dark Flame (20)
<br>Discard 1 Fire Energy card attached to Houndoom or this attack does nothing. If there are any Darkness Energy cards in your discard pile, attach 1 of them to Houndoom.",,P-30,1,145.0,299.99,9999.0,210.14,299.99,Unlimited Holofoil,"[2D] Black Fang (30+)
<br>Flip a number of coins equal to the number of Darkness Energy attached to Houndoom. This attack does 30 damage plus 10 more damage for each heads.",,
86362,Jumpluff,Jumpluff,https://tcgplayer-cdn.tcgplayer.com/product/86362_200w.jpg,3,1389,https://cpt.tcgcsv.com/gzJ,2025-11-11T05:45:48.727,1,09/64,Holo Rare,Grass,70,Stage 2,,"[G] Evolutionary Spore
<br>Choose any number of your Hoppips and Skiplooms. Then, for each Pokémon you chose in this way, you may search your deck for a card that evolves from that Pokémon and attach it to that Pokémon. <em>(This counts as evolving those Pokémon.)</em> Shuffle your deck afterward.",R,F-30,,50.5,85.49,86.95,49.68,,1st Edition Holofoil,[G] Solarbeam (30),,
86362,Jumpluff,Jumpluff,https://tcgplayer-cdn.tcgplayer.com/product/86362_200w.jpg,3,1389,https://cpt.tcgcsv.com/gzJ,2025-11-11T05:45:48.727,1,09/64,Holo Rare,Grass,70,Stage 2,,"[G] Evolutionary Spore
<br>Choose any number of your Hoppips and Skiplooms. Then, for each Pokémon you chose in this way, you may search your deck for a card that evolves from that Pokémon and attach it to that Pokémon. <em>(This counts as evolving those Pokémon.)</em> Shuffle your deck afterward.",R,F-30,,24.2,30.99,45.01,32.36,,Unlimited Holofoil,[G] Solarbeam (30),,
86373,Jynx,Jynx,https://tcgplayer-cdn.tcgplayer.com/product/86373_200w.jpg,3,1389,https://cpt.tcgcsv.com/tzJ,2023-07-08T14:19:40.457,1,31/64,Uncommon,Water,60,Basic,,"[W] Freezing Kiss Goodnight
<br>The Defending Pokémon is now Asleep.",P,,2,10.95,12.3,14.99,5.97,,1st Edition,"[1PP] Strange Dance (20+)
<br>Flip a coin. If heads, this attack does 20 damage plus 20 more damage and the Defending Pokémon is now Confused. If tails, this attack does 20 damage.",,
86373,Jynx,Jynx,https://tcgplayer-cdn.tcgplayer.com/product/86373_200w.jpg,3,1389,https://cpt.tcgcsv.com/tzJ,2023-07-08T14:19:40.457,1,31/64,Uncommon,Water,60,Basic,,"[W] Freezing Kiss Goodnight
<br>The Defending Pokémon is now Asleep.",P,,2,1.19,2.05,29.99,3.39,,Unlimited,"[1PP] Strange Dance (20+)
<br>Flip a coin. If heads, this attack does 20 damage plus 20 more damage and the Defending Pokémon is now Confused. If tails, this attack does 20 damage.",,
86442,Kingdra,Kingdra,https://tcgplayer-cdn.tcgplayer.com/product/86442_200w.jpg,3,1389,https://cpt.tcgcsv.com/SBJ,2026-01-30T16:14:59.517,1,19/64,Rare,Water,90,Stage 2,,"[1] Genetic Memory
<br>Use any attack from Kingdra's Basic Pokémon card or Evolution card. (Kingdra doesn't have to pay for that attack's Energy cost.)",,,2,8.82,11.32,17.69,11.07,,1st Edition,"[2WW] Twister (50)
<br>Flip 2 coins. For each heads, choose an Energy card attached to the Defending Pokémon, if any, and discard it. If both are tails, this attack does nothing <em>(not even damage)</em>.",,
86442,Kingdra,Kingdra,https://tcgplayer-cdn.tcgplayer.com/product/86442_200w.jpg,3,1389,https://cpt.tcgcsv.com/SBJ,2026-01-30T16:14:59.517,1,19/64,Rare,Water,90,Stage 2,,"[1] Genetic Memory
<br>Use any attack from Kingdra's Basic Pokémon card or Evolution card. (Kingdra doesn't have to pay for that attack's Energy cost.)",,,2,5.0,5.77,99.99,7.42,99.99,Unlimited,"[2WW] Twister (50)
<br>Flip 2 coins. For each heads, choose an Energy card attached to the Defending Pokémon, if any, and discard it. If both are tails, this attack does nothing <em>(not even damage)</em>.",,
