productId,name,imageUrl,imageCount,categoryId,groupId,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost,extCardText,subTypeName,marketPrice,cleanName,url,modifiedOn,lowPrice,midPrice,highPrice,directLowPrice,extAttack3,extUPC
84482,Crobat,https://tcgplayer-cdn.tcgplayer.com/product/84482_200w.jpg,1,3,1389,04/64,Holo Rare,Grass,90.0,Stage 2,"[G] Triggered Poison (20)
<br>If your opponent attaches an Energy card to the Defending Pokémon during his or her next turn, that Pokémon becomes Poisoned.","[1GG] Cross Attack (20x)
<br>Flip 4 coins. This attack does 20 damage times the number of heads. If you get 2 or more heads, the Defending Pokémon is now Confused.",P,F-30,1.0,,Unlimited Holofoil,43.74,Crobat,https://cpt.tcgcsv.com/GPH,2022-11-27T18:27:08.563,34.28,43.0,59.21,,,
84745,Delibird,https://tcgplayer-cdn.tcgplayer.com/product/84745_200w.jpg,1,3,1389,05/64,Holo Rare,Colorless,60.0,Basic,"[2] Present
<br>Flip 3 coins. If exactly 1 is heads, this attack does 40 damage. If exactly 2 are heads, remove 3 damage counters from the Defending Pokémon. If the Defending Pokémon has fewer damage counters than that, remove all of them. If all 3 are heads, this attack does 60 damage. If all 3 are tails, remove all damage counters from the Defending Pokémon.",,L,F-30,1.0,,1st Edition Holofoil,68.73,Delibird,https://cpt.tcgcsv.com/WVH,2022-11-27T18:28:11.217,24.89,64.08,69.99,,,
84745,Delibird,https://tcgplayer-cdn.tcgplayer.com/product/84745_200w.jpg,1,3,1389,05/64,Holo Rare,Colorless,60.0,Basic,"[2] Present
<br>Flip 3 coins. If exactly 1 is heads, this attack does 40 damage. If exactly 2 are heads, remove 3 damage counters from the Defending Pokémon. If the Defending Pokémon has fewer damage counters than that, remove all of them. If all 3 are heads, this attack does 60 damage. If all 3 are tails, remove all damage counters from the Defending Pokémon.",,L,F-30,1.0,,Unlimited Holofoil,36.84,Delibird,https://cpt.tcgcsv.com/WVH,2022-11-27T18:28:11.217,35.0,37.5,50.0,,,
85266,Entei (6),https://tcgplayer-cdn.tcgplayer.com/product/85266_200w.jpg,1,3,1389,06/64,Holo Rare,Fire,80.0,Basic,"[RRR] Searing Flames (60)
<br>Discard 2 Fire Energy cards attached to Entei or this attack does nothing.",,W,,1.0,"<strong>Pokémon Power: Howl</strong> When you play Entei from your hand, you may discard the top 5 cards of your deck. <em>(If you have fewer cards in your deck than that, discard all of them.)</em> If any of those are Fire Energy cards, attach them to any of your Fire Pokémon of your choice. Using this power ends your turn.",1st Edition Holofoil,231.11,Entei 6,https://cpt.tcgcsv.com/l7J,2025-11-11T05:33:34.007,240.45,277.94,9999.0,,,
85266,Entei (6),https://tcgplayer-cdn.tcgplayer.com/product/85266_200w.jpg,1,3,1389,06/64,Holo Rare,Fire,80.0,Basic,"[RRR] Searing Flames (60)
<br>Discard 2 Fire Energy cards attached to Entei or this attack does nothing.",,W,,1.0,"<strong>Pokémon Power: Howl</strong> When you play Entei from your hand, you may discard the top 5 cards of your deck. <em>(If you have fewer cards in your deck than that, discard all of them.)</em> If any of those are Fire Energy cards, attach them to any of your Fire Pokémon of your choice. Using this power ends your turn.",Unlimited Holofoil,149.16,Entei 6,https://cpt.tcgcsv.com/l7J,2025-11-11T05:33:34.007,109.99,139.62,179.99,105.99,,
85269,Entei (17),https://tcgplayer-cdn.tcgplayer.com/product/85269_200w.jpg,1,3,1389,17/64,Rare,Fire,60.0,Basic,"[RRR] Mega Flame (50)
<br>Flip 2 coins. For each tails, discard 1 Fire Energy card from Entei, if it has any.",,W,,,"<strong>Pokémon Power: Legendary Body</strong> As long as Entei is your Active Pokémon, Entei and Energy cards attached to it aren't affected by effects from Trainer cards other than Stadium cards. As long as this Power is active, discard any Trainer cards attached to Entei. <em>(This power works even if Entei is Asleep, Confused, or Paralyzed.)</em>",1st Edition,33.8,Entei 17,https://cpt.tcgcsv.com/p7J,2025-11-22T03:29:51.383,27.31,32.49,50.45,,,
85269,Entei (17),https://tcgplayer-cdn.tcgplayer.com/product/85269_200w.jpg,1,3,1389,17/64,Rare,Fire,60.0,Basic,"[RRR] Mega Flame (50)
<br>Flip 2 coins. For each tails, discard 1 Fire Energy card from Entei, if it has any.",,W,,,"<strong>Pokémon Power: Legendary Body</strong> As long as Entei is your Active Pokémon, Entei and Energy cards attached to it aren't affected by effects from Trainer cards other than Stadium cards. As long as this Power is active, discard any Trainer cards attached to Entei. <em>(This power works even if Entei is Asleep, Confused, or Paralyzed.)</em>",Unlimited,16.27,Entei 17,https://cpt.tcgcsv.com/p7J,2025-11-22T03:29:51.383,10.86,15.94,23.49,,,
85382,Farfetch'd,https://tcgplayer-cdn.tcgplayer.com/product/85382_200w.jpg,1,3,1389,43/64,Common,Colorless,50.0,Basic,[1] Gust (10),"[3] Leek Jab (40)
<br>This attack can't be used during your next turn. <em>(Benching Farfetch'd ends this effect.)</em>",L,F-30,1.0,,1st Edition,1.84,Farfetchd,https://cpt.tcgcsv.com/G9J,2025-11-22T03:30:40.517,1.0,1.77,2.75,,,
85382,Farfetch'd,https://tcgplayer-cdn.tcgplayer.com/product/85382_200w.jpg,1,3,1389,43/64,Common,Colorless,50.0,Basic,[1] Gust (10),"[3] Leek Jab (40)
<br>This attack can't be used during your next turn. <em>(Benching Farfetch'd ends this effect.)</em>",L,F-30,1.0,,Unlimited,0.43,Farfetchd,https://cpt.tcgcsv.com/G9J,2025-11-22T03:30:40.517,0.25,0.47,501.5,,,
85473,Flaaffy,https://tcgplayer-cdn.tcgplayer.com/product/85473_200w.jpg,1,3,1389,28/64,Uncommon,Lightning,70.0,Stage 1,[L] Electric Punch (20),"[2L] Tail Shock (30)
<br>Flip a coin. If heads, this attack does 10 damage to each of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",F,,1.0,,1st Edition,2.92,Flaaffy,https://cpt.tcgcsv.com/tcJ,2025-02-05T21:03:42.837,2.6,3.56,14.99,,,
85473,Flaaffy,https://tcgplayer-cdn.tcgplayer.com/product/85473_200w.jpg,1,3,1389,28/64,Uncommon,Lightning,70.0,Stage 1,[L] Electric Punch (20),"[2L] Tail Shock (30)
<br>Flip a coin. If heads, this attack does 10 damage to each of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",F,,1.0,,Unlimited,1.87,Flaaffy,https://cpt.tcgcsv.com/tcJ,2025-02-05T21:03:42.837,0.75,1.67,27007.04,,,
85683,Geodude,https://tcgplayer-cdn.tcgplayer.com/product/85683_200w.jpg,1,3,1389,44/64,Common,Fighting,40.0,Basic,[F] Knuckle Punch (20),,G,,1.0,,1st Edition,1.29,Geodude,https://cpt.tcgcsv.com/HhJ,2025-02-05T21:03:42.883,0.5,1.45,4.99,,,
85683,Geodude,https://tcgplayer-cdn.tcgplayer.com/product/85683_200w.jpg,1,3,1389,44/64,Common,Fighting,40.0,Basic,[F] Knuckle Punch (20),,G,,1.0,,Unlimited,0.45,Geodude,https://cpt.tcgcsv.com/HhJ,2025-02-05T21:03:42.883,0.18,0.47,23.0,,,
85790,Golbat,https://tcgplayer-cdn.tcgplayer.com/product/85790_200w.jpg,1,3,1389,29/64,Uncommon,Grass,60.0,Stage 1,"[1] Screech
<br>Until the end of your next turn, if an attack damages the Defending Pokémon <em>(after applying Weakness and Resistance)<em>, that attack does 20 more damage to the Defending Pokémon.","[1G] Poison Bite (10)
<br>If this attack damages the Defending Pokémon, the Defending Pokémon is now Poisoned and you remove a number of damage counters from Golbat equal to half that damage (rounded up to the nearest 10). If Golbat has fewer damage counters than that, remove all of them. Either way, the Defending Pokémon is now Poisoned.",G,F-30,,,1st Edition,2.55,Golbat,https://cpt.tcgcsv.com/QkJ,2023-08-16T14:55:28.667,0.9,2.55,4.99,,,
85790,Golbat,https://tcgplayer-cdn.tcgplayer.com/product/85790_200w.jpg,1,3,1389,29/64,Uncommon,Grass,60.0,Stage 1,"[1] Screech
<br>Until the end of your next turn, if an attack damages the Defending Pokémon <em>(after applying Weakness and Resistance)<em>, that attack does 20 more damage to the Defending Pokémon.","[1G] Poison Bite (10)
<br>If this attack damages the Defending Pokémon, the Defending Pokémon is now Poisoned and you remove a number of damage counters from Golbat equal to half that damage (rounded up to the nearest 10). If Golbat has fewer damage counters than that, remove all of them. Either way, the Defending Pokémon is now Poisoned.",G,F-30,,,Unlimited,1.18,Golbat,https://cpt.tcgcsv.com/QkJ,2023-08-16T14:55:28.667,0.4,0.99,23.0,,,
85801,Goldeen,https://tcgplayer-cdn.tcgplayer.com/product/85801_200w.jpg,1,3,1389,45/64,Common,Water,40.0,Basic,"[1] Fin Smack (10x)
<br>Flip 2 coins. This attack does 10 damage times the number of heads.",,L,,,,1st Edition,2.01,Goldeen,https://cpt.tcgcsv.com/2lJ,2022-11-27T18:38:50.043,1.49,2.74,5.99,,,
85801,Goldeen,https://tcgplayer-cdn.tcgplayer.com/product/85801_200w.jpg,1,3,1389,45/64,Common,Water,40.0,Basic,"[1] Fin Smack (10x)
<br>Flip 2 coins. This attack does 10 damage times the number of heads.",,L,,,,Unlimited,0.8,Goldeen,https://cpt.tcgcsv.com/2lJ,2022-11-27T18:38:50.043,0.39,0.85,23.0,,,
85885,Graveler,https://tcgplayer-cdn.tcgplayer.com/product/85885_200w.jpg,1,3,1389,30/64,Uncommon,Fighting,70.0,Stage 1,"[1F] Earthquake (40)
<br>Does 10 damage to each of your own Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>","[FFF] Rock Tumble (50)
<br>Don't apply Resistance.",G,,2.0,,1st Edition,1.98,Graveler,https://cpt.tcgcsv.com/KmJ,2025-11-22T03:31:42.97,1.49,2.19,5.0,,,
85885,Graveler,https://tcgplayer-cdn.tcgplayer.com/product/85885_200w.jpg,1,3,1389,30/64,Uncommon,Fighting,70.0,Stage 1,"[1F] Earthquake (40)
<br>Does 10 damage to each of your own Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>","[FFF] Rock Tumble (50)
<br>Don't apply Resistance.",G,,2.0,,Unlimited,0.85,Graveler,https://cpt.tcgcsv.com/KmJ,2025-11-22T03:31:42.97,0.31,0.8,7.99,0.8,,
86041,Healing Field,https://tcgplayer-cdn.tcgplayer.com/product/86041_200w.jpg,1,3,1389,61/64,Uncommon,Stadium,,,,,,,,"This card stays in play when you play it. Discard this card if another Stadium card comes into play.
<br>
Once during each player's turn, he or she may flip a coin. If heads, that player removes 2 damage counters from his or her Active Pokémon (1 if it only has 1).",1st Edition,1.46,Healing Field,https://cpt.tcgcsv.com/RqJ,2023-08-23T09:19:11.157,0.75,1.48,3.99,2.48,,
86041,Healing Field,https://tcgplayer-cdn.tcgplayer.com/product/86041_200w.jpg,1,3,1389,61/64,Uncommon,Stadium,,,,,,,,"This card stays in play when you play it. Discard this card if another Stadium card comes into play.
<br>
Once during each player's turn, he or she may flip a coin. If heads, that player removes 2 damage counters from his or her Active Pokémon (1 if it only has 1).",Unlimited,0.79,Healing Field,https://cpt.tcgcsv.com/RqJ,2023-08-23T09:19:11.157,0.4,0.75,6.31,0.52,,
86118,Ho-oh (7),https://tcgplayer-cdn.tcgplayer.com/product/86118_200w.jpg,1,3,1389,07/64,Holo Rare,Fire,90.0,Basic,"[R] Stoke
<br>You may search your deck for a Fire Energy card and attach it to Ho-oh. Shuffle your deck afterward.","[RRR] Sacred Fire
<br>Flip a coin. If heads, choose 1 of your opponent's Pokémon. This attack does 40 damage to that Pokémon. Don't apply Weakness and Resistance.",W,F-30,2.0,,1st Edition Holofoil,55.03,Ho oh 7,https://cpt.tcgcsv.com/nsJ,2022-11-27T18:42:24.13,459.99,488.52,599.99,,"[RRRRR] Dive Bomb (90)
<br>Flip a coin. If tails, this attack does nothing.",
86118,Ho-oh (7),https://tcgplayer-cdn.tcgplayer.com/product/86118_200w.jpg,1,3,1389,07/64,Holo Rare,Fire,90.0,Basic,"[R] Stoke
<br>You may search your deck for a Fire Energy card and attach it to Ho-oh. Shuffle your deck afterward.","[RRR] Sacred Fire
<br>Flip a coin. If heads, choose 1 of your opponent's Pokémon. This attack does 40 damage to that Pokémon. Don't apply Weakness and Resistance.",W,F-30,2.0,,Unlimited Holofoil,214.48,Ho oh 7,https://cpt.tcgcsv.com/nsJ,2022-11-27T18:42:24.13,174.75,362.38,551.3,,"[RRRRR] Dive Bomb (90)
<br>Flip a coin. If tails, this attack does nothing.",
86119,Ho-oh (18),https://tcgplayer-cdn.tcgplayer.com/product/86119_200w.jpg,1,3,1389,18/64,Rare,Colorless,90.0,Basic,"[4] Rainbow Burn (30+)
<br>This attack does 30 damage plus 10 more for each type of Basic Energy card, if any, attached to Ho-oh.",,W,F-30,2.0,,1st Edition,34.22,Ho oh 18,https://cpt.tcgcsv.com/psJ,2023-11-29T08:44:05.34,27.96,41.47,9999.0,,,
86119,Ho-oh (18),https://tcgplayer-cdn.tcgplayer.com/product/86119_200w.jpg,1,3,1389,18/64,Rare,Colorless,90.0,Basic,"[4] Rainbow Burn (30+)
<br>This attack does 30 damage plus 10 more for each type of Basic Energy card, if any, attached to Ho-oh.",,W,F-30,2.0,,Unlimited,17.19,Ho oh 18,https://cpt.tcgcsv.com/psJ,2023-11-29T08:44:05.34,11.95,17.55,19.35,,,
86198,Houndoom,https://tcgplayer-cdn.tcgplayer.com/product/86198_200w.jpg,1,3,1389,08/64,Holo Rare,Darkness,70.0,Stage 1,"[R] Dark Flame (20)
<br>Discard 1 Fire Energy card attached to Houndoom or this attack does nothing. If there are any Darkness Energy cards in your discard pile, attach 1 of them to Houndoom.","[2D] Black Fang (30+)
<br>Flip a number of coins equal to the number of Darkness Energy attached to Houndoom. This attack does 30 damage plus 10 more damage for each heads.",,P-30,1.0,,Unlimited Holofoil,210.14,Houndoom,https://cpt.tcgcsv.com/-tJ,2022-11-27T18:43:39.023,145.0,299.99,9999.0,299.99,,
86362,Jumpluff,https://tcgplayer-cdn.tcgplayer.com/product/86362_200w.jpg,1,3,1389,09/64,Holo Rare,Grass,70.0,Stage 2,"[G] Evolutionary Spore
<br>Choose any number of your Hoppips and Skiplooms. Then, for each Pokémon you chose in this way, you may search your deck for a card that evolves from that Pokémon and attach it to that Pokémon. <em>(This counts as evolving those Pokémon.)</em> Shuffle your deck afterward.",[G] Solarbeam (30),R,F-30,,,1st Edition Holofoil,49.68,Jumpluff,https://cpt.tcgcsv.com/gzJ,2025-11-11T05:45:48.727,50.5,85.49,86.95,,,
86362,Jumpluff,https://tcgplayer-cdn.tcgplayer.com/product/86362_200w.jpg,1,3,1389,09/64,Holo Rare,Grass,70.0,Stage 2,"[G] Evolutionary Spore
<br>Choose any number of your Hoppips and Skiplooms. Then, for each Pokémon you chose in this way, you may search your deck for a card that evolves from that Pokémon and attach it to that Pokémon. <em>(This counts as evolving those Pokémon.)</em> Shuffle your deck afterward.",[G] Solarbeam (30),R,F-30,,,Unlimited Holofoil,32.36,Jumpluff,https://cpt.tcgcsv.com/gzJ,2025-11-11T05:45:48.727,24.2,30.99,45.01,,,
86373,Jynx,https://tcgplayer-cdn.tcgplayer.com/product/86373_200w.jpg,1,3,1389,31/64,Uncommon,Water,60.0,Basic,"[W] Freezing Kiss Goodnight
<br>The Defending Pokémon is now Asleep.","[1PP] Strange Dance (20+)
<br>Flip a coin. If heads, this attack does 20 damage plus 20 more damage and the Defending Pokémon is now Confused. If tails, this attack does 20 damage.",P,,2.0,,1st Edition,5.97,Jynx,https://cpt.tcgcsv.com/tzJ,2023-07-08T14:19:40.457,10.95,12.3,14.99,,,
86373,Jynx,https://tcgplayer-cdn.tcgplayer.com/product/86373_200w.jpg,1,3,1389,31/64,Uncommon,Water,60.0,Basic,"[W] Freezing Kiss Goodnight
<br>The Defending Pokémon is now Asleep.","[1PP] Strange Dance (20+)
<br>Flip a coin. If heads, this attack does 20 damage plus 20 more damage and the Defending Pokémon is now Confused. If tails, this attack does 20 damage.",P,,2.0,,Unlimited,3.39,Jynx,https://cpt.tcgcsv.com/tzJ,2023-07-08T14:19:40.457,1.19,2.05,29.99,,,
86442,Kingdra,https://tcgplayer-cdn.tcgplayer.com/product/86442_200w.jpg,1,3,1389,19/64,Rare,Water,90.0,Stage 2,"[1] Genetic Memory
<br>Use any attack from Kingdra's Basic Pokémon card or Evolution card. (Kingdra doesn't have to pay for that attack's Energy cost.)","[2WW] Twister (50)
<br>Flip 2 coins. For each heads, choose an Energy card attached to the Defending Pokémon, if any, and discard it. If both are tails, this attack does nothing <em>(not even damage)</em>.",,,2.0,,1st Edition,11.07,Kingdra,https://cpt.tcgcsv.com/SBJ,2026-01-30T16:14:59.517,8.82,11.32,17.69,,,
86442,Kingdra,https://tcgplayer-cdn.tcgplayer.com/product/86442_200w.jpg,1,3,1389,19/64,Rare,Water,90.0,Stage 2,"[1] Genetic Memory
<br>Use any attack from Kingdra's Basic Pokémon card or Evolution card. (Kingdra doesn't have to pay for that attack's Energy cost.)","[2WW] Twister (50)
<br>Flip 2 coins. For each heads, choose an Energy card attached to the Defending Pokémon, if any, and discard it. If both are tails, this attack does nothing <em>(not even damage)</em>.",,,2.0,,Unlimited,7.42,Kingdra,https://cpt.tcgcsv.com/SBJ,2026-01-30T16:14:59.517,5.0,5.77,99.99,99.99,,
